transport_id,warehouse_id,city,distance_km,fuel_cost_per_km_inr,courier_partner,courier_on_time_rate,estimated_transit_hours
48110,WH_018,Patna,135.6,1.09,Delhivery,0.869,17.7
48111,WH_013,Indore,99,3.46,BlueDart,0.96,3.9
48112,WH_010,Jaipur,179.6,1.17,AmazonLogistics,0.848,13.8
48113,WH_017,Howrah,316.2,2.63,IndiaPost,0.936,26.7
48114,WH_015,Vadodara,112.4,2.7,Shadowfax,0.88,3
48115,WH_001,Chennai,215.3,3.62,DTDC,0.829,7.6
48116,WH_012,Amritsar,32.7,1.75,Delhivery,0.911,0.9
48117,WH_007,Ludhiana,270.8,3.13,DTDC,0.884,19.1
48118,WH_016,Amritsar,203.1,3.42,AmazonLogistics,0.825,17.9
48119,WH_005,Vasai-Virar,108,3.63,EcomExpress,0.831,22.8
48120,WH_007,Dhanbad,317.3,1.14,DTDC,0.871,8.5
48121,WH_008,Pimpri-Chinchwad,68.2,1.55,AmazonLogistics,0.94,2.2
48122,WH_008,Thane,37.3,0.94,Delhivery,0.775,2
48123,WH_016,Vasai-Virar,55.5,3.36,IndiaPost,0.892,2.1
48124,WH_006,Kolkata,185.3,1.62,IndiaPost,0.929,25.6
48125,WH_009,Agra,140.4,1.92,AmazonLogistics,0.803,20.2
48126,WH_015,Kolkata,67.9,3.46,EcomExpress,0.828,2
48127,WH_013,Amritsar,208.8,2,DTDC,0.811,5.8
48128,WH_020,Kanpur,103.5,2.63,BlueDart,0.874,6.6
48129,WH_002,Rajkot,279.7,1.74,DTDC,0.903,8.7
48130,WH_012,Agra,694.6,1.78,AmazonLogistics,0.806,61.7
48131,WH_018,Mumbai,222.5,2.07,DTDC,0.932,14.3
48132,WH_008,Raipur,318,3.06,IndiaPost,0.684,13.8
48133,WH_011,Raipur,212.8,2.07,IndiaPost,0.799,12.6
48134,WH_017,Bhiwandi,177.5,3.5,EcomExpress,0.977,6.2
48135,WH_020,Kalyan-Dombivli,61,1.35,DTDC,0.928,2.2
48136,WH_018,Raipur,95.2,3.02,XpressBees,0.78,24.9
48137,WH_014,Varanasi,100,2.17,IndiaPost,0.885,5
48138,WH_005,Nashik,106.3,1.76,Shadowfax,0.846,2.8
48139,WH_010,Ahmedabad,92.1,1.93,AmazonLogistics,0.827,10.9
48140,WH_008,Bhiwandi,205.4,2.91,AmazonLogistics,0.853,30.3
48141,WH_007,Lucknow,209.7,3.14,DTDC,0.878,14.8
48142,WH_016,Chandigarh,67.3,1.79,IndiaPost,0.915,6.3
48143,WH_005,Gwalior,286.4,2.97,Shadowfax,0.912,11.9
48144,WH_007,Chennai,88.8,1.12,AmazonLogistics,0.848,7.8
48145,WH_012,Ludhiana,26.4,2.13,XpressBees,0.909,14.2
48146,WH_018,Thane,246.5,2.02,IndiaPost,0.913,8.4
48147,WH_013,Varanasi,128.7,1.23,AmazonLogistics,0.881,3.8
48148,WH_011,Jaipur,41.3,1.89,Shadowfax,0.906,1.3
48149,WH_009,Bhubaneswar,114.2,1.52,DTDC,0.87,10.4
48150,WH_005,Kalyan-Dombivli,340.7,2.94,AmazonLogistics,0.911,11.3
48151,WH_014,Gurugram,108.3,2.74,Shadowfax,0.892,12.2
48152,WH_006,Delhi,49.3,3.13,IndiaPost,0.964,9.1
48153,WH_017,Pimpri-Chinchwad,69,3.57,Delhivery,0.754,20.9
48154,WH_015,Mumbai,65.4,0.96,Shadowfax,0.881,11.6
48155,WH_017,Jabalpur,104.6,2.27,IndiaPost,0.867,7.4
48156,WH_009,Moradabad,291.3,3.29,EcomExpress,0.871,12.2
48157,WH_018,Aligarh,37,3.75,EcomExpress,0.99,4.9
48158,WH_014,Thane,202.3,2.03,EcomExpress,0.841,18
48159,WH_013,Delhi,597.4,2.47,BlueDart,0.805,19.3
48160,WH_013,Meerut,125.2,1.04,IndiaPost,0.839,7.6
48161,WH_010,Gurugram,264.2,1.96,EcomExpress,0.833,6.8
48162,WH_014,Vasai-Virar,140.1,2.11,BlueDart,0.89,9.4
48163,WH_007,Agra,140,2.68,IndiaPost,0.78,12.5
48164,WH_009,Pune,145.2,2.8,AmazonLogistics,0.879,20.5
48165,WH_018,Jodhpur,13.3,3.19,AmazonLogistics,0.866,6.6
48166,WH_011,Vadodara,144.5,3.16,IndiaPost,0.969,8.9
48167,WH_020,Pune,165,2.74,EcomExpress,0.796,7.4
48168,WH_015,Kalyan-Dombivli,52.4,1.92,Shadowfax,0.823,10.4
48169,WH_007,Bhopal,198.8,3.82,BlueDart,0.904,6
48170,WH_002,Kalyan-Dombivli,330,3.78,Shadowfax,0.871,9.1
48171,WH_015,Pune,167.6,3.3,XpressBees,0.849,5
48172,WH_013,Kolkata,132.9,1.71,AmazonLogistics,0.868,7.8
48173,WH_002,Amritsar,256,1.32,BlueDart,0.866,9.9
48174,WH_001,Vadodara,121.2,2.82,AmazonLogistics,0.75,13.2
48175,WH_012,Pimpri-Chinchwad,503.6,2.61,BlueDart,0.874,63.7
48176,WH_020,Howrah,74.5,1.93,Shadowfax,0.893,4.2
48177,WH_016,Jaipur,173.6,2.8,EcomExpress,0.815,9.1
48178,WH_004,Hyderabad,63.8,2.64,XpressBees,0.868,6.3
48179,WH_016,Moradabad,53.7,1.07,XpressBees,0.85,19.3
48180,WH_013,Faridabad,23.9,1.49,AmazonLogistics,0.792,9.8
48181,WH_006,Indore,98,3.37,Shadowfax,0.857,4.9
48182,WH_018,Jaipur,75.3,1.91,XpressBees,0.877,20.6
48183,WH_014,Mangalore,57.7,3.27,EcomExpress,0.919,6.1
48184,WH_015,Faridabad,173.1,1.53,BlueDart,0.769,21.3
48185,WH_012,Lucknow,94.9,1.31,Shadowfax,0.947,3.2
48186,WH_004,Moradabad,121.2,2.94,Delhivery,0.886,11.2
48187,WH_019,Vijayawada,198.7,1.12,XpressBees,0.923,9.3
48188,WH_006,Kanpur,143.8,2.78,EcomExpress,0.947,3.8
48189,WH_011,Ahmedabad,228.1,1.61,IndiaPost,0.926,11.7
48190,WH_006,Srinagar,132.8,1.42,XpressBees,0.86,6.4
48191,WH_008,Meerut,193,3.53,IndiaPost,0.832,13.2
48192,WH_018,Patna,215.8,1.78,AmazonLogistics,0.875,18.5
48193,WH_014,Ludhiana,325.6,1.06,Delhivery,0.813,26.9
48194,WH_004,Howrah,289.6,1.99,BlueDart,0.771,21.3
48195,WH_014,Nagpur,70.9,3.74,DTDC,0.871,2.6
48196,WH_004,Coimbatore,212.4,3.65,DTDC,0.917,7.6
48197,WH_006,Jaipur,188.9,1.11,EcomExpress,0.928,8.8
48198,WH_007,Allahabad,414.3,1.82,AmazonLogistics,0.99,13.3
48199,WH_003,Aligarh,119.4,2.93,IndiaPost,0.924,12.8
48200,WH_007,Chandigarh,48.6,3.22,AmazonLogistics,0.897,18
48201,WH_011,Kolkata,113.3,0.92,DTDC,0.828,8.4
48202,WH_016,Ahmedabad,99.2,3.77,IndiaPost,0.929,6.9
48203,WH_003,Rajkot,13,3.17,DTDC,0.938,2.1
48204,WH_007,Patna,446.5,0.95,AmazonLogistics,0.77,39.5
48205,WH_011,Jabalpur,342,3.5,EcomExpress,0.974,9.2
48206,WH_012,Nashik,98,1.97,Delhivery,0.872,4.5
48207,WH_015,Gwalior,254.2,1.31,EcomExpress,0.956,8.5
48208,WH_005,Ludhiana,108.8,3.8,IndiaPost,0.945,7
48209,WH_008,Aligarh,147.2,2.2,AmazonLogistics,0.922,16.8
48210,WH_018,Mangalore,168.5,3.51,DTDC,0.826,6.1
48211,WH_012,Thane,108.4,1.15,Delhivery,0.918,14.6
48212,WH_002,Ludhiana,173.5,3.43,IndiaPost,0.879,8.7
48213,WH_019,Vasai-Virar,101.6,3.81,Shadowfax,0.808,3
48214,WH_009,Pimpri-Chinchwad,413.3,1.83,Shadowfax,0.805,12.8
48215,WH_007,Lucknow,204.1,1.93,DTDC,0.86,6.9
48216,WH_006,Dhanbad,122.6,3.33,AmazonLogistics,0.896,7.1
48217,WH_007,Vadodara,184.5,3.59,BlueDart,0.9,11.1
48218,WH_014,Indore,172.8,3.01,IndiaPost,0.811,16.8
48219,WH_003,Vasai-Virar,153.5,1.58,IndiaPost,0.919,8.2
48220,WH_018,Patna,155,3.25,BlueDart,0.895,12.4
48221,WH_010,Allahabad,388.1,2.19,XpressBees,0.954,45.5
48222,WH_016,Ranchi,144.9,1.11,AmazonLogistics,0.925,21.9
48223,WH_018,Pune,391.5,3.72,BlueDart,0.781,26.7
48224,WH_009,Visakhapatnam,42.4,3.6,DTDC,0.884,2.4
48225,WH_019,Kalyan-Dombivli,65.2,0.97,Shadowfax,0.913,13.6
48226,WH_019,Bhopal,29.4,2.81,Delhivery,0.979,1
48227,WH_009,Moradabad,82.4,1.51,Delhivery,0.905,11.5
48228,WH_002,Patna,206.8,2.81,IndiaPost,0.837,12.4
48229,WH_009,Ludhiana,72.6,2.45,XpressBees,0.907,16.4
48230,WH_013,Agra,147.1,3.04,IndiaPost,0.855,17.7
48231,WH_003,Varanasi,337.8,1.93,BlueDart,0.894,15.6
48232,WH_001,Bhiwandi,247.5,3.24,AmazonLogistics,0.809,30.1
48233,WH_014,Jodhpur,184.8,1.68,XpressBees,0.837,12.4
48234,WH_010,Nagpur,597.7,3.86,IndiaPost,0.872,29.8
48235,WH_008,Chennai,71.7,2.49,Shadowfax,0.926,5.4
48236,WH_001,Bhubaneswar,62.8,3.12,EcomExpress,0.964,1.7
48237,WH_020,Raipur,37.7,1.04,IndiaPost,0.962,19.9
48238,WH_008,Mumbai,255.6,2.83,BlueDart,0.99,13.9
48239,WH_004,Vijayawada,37.7,3.16,IndiaPost,0.848,12.9
48240,WH_012,Bengaluru,307.6,2.02,Shadowfax,0.825,44.3
48241,WH_010,Surat,260.1,2.91,Delhivery,0.816,9.7
48242,WH_007,Mangalore,160,3.16,IndiaPost,0.842,11.9
48243,WH_013,Vadodara,179,2.38,XpressBees,0.926,6.6
48244,WH_019,Kalyan-Dombivli,86.6,1.27,EcomExpress,0.839,3
48245,WH_015,Bengaluru,138.6,3.4,XpressBees,0.874,9.7
48246,WH_013,Delhi,23.4,2.33,DTDC,0.884,4.7
48247,WH_013,Indore,117.7,2.69,IndiaPost,0.957,16.8
48248,WH_004,Bhubaneswar,44.2,1.82,XpressBees,0.968,2.4
48249,WH_012,Gwalior,140,2.83,AmazonLogistics,0.866,4.6
48250,WH_019,Ghaziabad,55.5,1.4,XpressBees,0.933,2.1
48251,WH_002,Indore,186.2,1.16,AmazonLogistics,0.885,4.7
48252,WH_001,Mumbai,118.3,2.86,AmazonLogistics,0.863,4
48253,WH_004,Bhubaneswar,57.4,3.8,Shadowfax,0.83,3.2
48254,WH_001,Chandigarh,118.6,3.36,EcomExpress,0.869,10.6
48255,WH_020,Gurugram,116.3,1.68,EcomExpress,0.893,4.4
48256,WH_009,Agra,93.9,1.9,AmazonLogistics,0.91,9.7
48257,WH_004,Kanpur,18.6,1.01,BlueDart,0.749,9.6
48258,WH_010,Bengaluru,156.3,1.89,BlueDart,0.941,7.2
48259,WH_012,Raipur,125.6,1.27,Shadowfax,0.719,7.1
48260,WH_013,Madurai,227.7,3.89,AmazonLogistics,0.783,12.3
48261,WH_012,Nashik,305.3,3.33,DTDC,0.802,13.2
48262,WH_001,Gwalior,74.4,3.83,DTDC,0.854,5.8
48263,WH_015,Vijayawada,205.6,3.2,Shadowfax,0.941,14.8
48264,WH_016,Pimpri-Chinchwad,163.2,1.04,XpressBees,0.796,6.9
48265,WH_004,Gwalior,150.6,1.45,AmazonLogistics,0.829,12.5
48266,WH_014,Dhanbad,232.8,3.25,XpressBees,0.824,36.4
48267,WH_019,Pune,298.7,2.71,Delhivery,0.918,10.6
48268,WH_007,Kolkata,63.1,2.61,BlueDart,0.946,1.8
48269,WH_016,Bhopal,171.3,3.11,AmazonLogistics,0.81,4.8
48270,WH_005,Allahabad,58.1,1.04,Delhivery,0.915,3.3
48271,WH_014,Madurai,30.3,2.13,EcomExpress,0.914,2.9
48272,WH_011,Jodhpur,91.2,3.37,AmazonLogistics,0.886,5.8
48273,WH_017,Delhi,72.6,2.57,Shadowfax,0.833,7.4
48274,WH_017,Chandigarh,113.3,1.83,DTDC,0.816,3.4
48275,WH_006,Agra,171.1,1.66,Delhivery,0.838,4.5
48276,WH_012,Ranchi,129.3,2.9,BlueDart,0.82,4.4
48277,WH_015,Delhi,48.4,1.67,AmazonLogistics,0.951,1.5
48278,WH_007,Delhi,145.5,2.19,Shadowfax,0.99,10.3
48279,WH_010,Kolkata,138,2.13,BlueDart,0.887,6
48280,WH_020,Bhopal,122.2,2.43,AmazonLogistics,0.933,20.3
48281,WH_006,Varanasi,49,3.67,Shadowfax,0.826,16.5
48282,WH_012,Aligarh,193.4,3.22,IndiaPost,0.895,10.1
48283,WH_004,Faridabad,24.3,1.21,Shadowfax,0.87,11.4
48284,WH_006,Varanasi,151.9,1.81,Delhivery,0.815,22.6
48285,WH_002,Allahabad,361.2,3.22,BlueDart,0.862,16
48286,WH_009,Coimbatore,226,2.59,AmazonLogistics,0.887,15
48287,WH_020,Lucknow,125.2,2.36,AmazonLogistics,0.865,28.1
48288,WH_001,Jabalpur,81.7,2.44,EcomExpress,0.895,2.2
48289,WH_001,Vadodara,95.5,1.44,Delhivery,0.806,8.4
48290,WH_009,Indore,78.1,1.55,Delhivery,0.905,4
48291,WH_017,Mangalore,524.5,0.98,IndiaPost,0.932,17.8
48292,WH_018,Faridabad,33.7,2.69,AmazonLogistics,0.805,2.8
48293,WH_019,Srinagar,189.4,2.49,IndiaPost,0.892,12.1
48294,WH_012,Jaipur,113.1,2.87,EcomExpress,0.838,10.1
48295,WH_005,Aligarh,347.3,1.46,AmazonLogistics,0.842,12.3
48296,WH_011,Nashik,196.1,1.87,DTDC,0.917,22
48297,WH_018,Srinagar,42.5,3.26,IndiaPost,0.846,13.6
48298,WH_009,Nashik,154.3,2.05,IndiaPost,0.856,11
48299,WH_020,Chennai,10.8,1.75,Delhivery,0.851,5.3
48300,WH_018,Jaipur,57.4,1.95,XpressBees,0.826,2.5
48301,WH_006,Jaipur,114.5,3.9,AmazonLogistics,0.906,6
48302,WH_011,Ranchi,131.3,2.57,Delhivery,0.823,3.4
48303,WH_003,Jabalpur,255.3,3.87,EcomExpress,0.919,6.8
48304,WH_005,Lucknow,63,1.92,Shadowfax,0.787,8.3
48305,WH_017,Lucknow,50.1,1.92,Delhivery,0.849,8.5
48306,WH_002,Kalyan-Dombivli,142.8,3.75,DTDC,0.871,5.3
48307,WH_001,Madurai,169.5,3.71,Delhivery,0.92,12.2
48308,WH_013,Jodhpur,288.5,1.35,AmazonLogistics,0.97,11.3
48309,WH_006,Thane,244.3,1.43,Shadowfax,0.848,17.1
48310,WH_010,Gurugram,59.5,2.61,Delhivery,0.749,10.3
48311,WH_008,Kanpur,154.1,1.37,XpressBees,0.9,11.8
48312,WH_003,Raipur,63.4,3.44,EcomExpress,0.816,1.6
48313,WH_014,Raipur,309.7,3.07,BlueDart,0.871,21.9
48314,WH_008,Nagpur,87,2.61,Delhivery,0.99,2.5
48315,WH_009,Raipur,76.5,2.02,Shadowfax,0.914,2.3
48316,WH_017,Chandigarh,162.4,2.06,Shadowfax,0.84,4.4
48317,WH_020,Nashik,26.5,3.69,EcomExpress,0.875,18.7
48318,WH_013,Chennai,306.5,2.31,Delhivery,0.99,25.2
48319,WH_011,Jaipur,50.6,3.32,DTDC,0.834,17.7
48320,WH_009,Vadodara,76.1,2.02,XpressBees,0.888,14.3
48321,WH_018,Ghaziabad,93.7,2.84,IndiaPost,0.833,10.6
48322,WH_018,Meerut,298,1.24,AmazonLogistics,0.887,23.3
48323,WH_017,Chandigarh,324.2,3.19,IndiaPost,0.862,8.4
48324,WH_005,Kolkata,284.7,3.06,Shadowfax,0.916,12.4
48325,WH_003,Ranchi,56.6,1.62,EcomExpress,0.892,8.1
48326,WH_012,Indore,71.1,1.54,XpressBees,0.851,22.8
48327,WH_010,Faridabad,252.5,1.93,BlueDart,0.87,13.3
48328,WH_005,Kanpur,83.1,2.06,Shadowfax,0.874,15.7
48329,WH_013,Jodhpur,123.7,3.36,AmazonLogistics,0.974,13.3
48330,WH_016,Jodhpur,66.5,2.79,EcomExpress,0.8,5.2
48331,WH_018,Agra,53.3,3.09,XpressBees,0.928,7.3
48332,WH_007,Vadodara,170,3.04,EcomExpress,0.858,35.1
48333,WH_015,Bengaluru,154.8,1.85,DTDC,0.891,38.9
48334,WH_017,Mumbai,75.7,1.36,BlueDart,0.841,15.5
48335,WH_015,Jaipur,177.8,3.02,Shadowfax,0.803,5.3
48336,WH_014,Thane,201.1,3,XpressBees,0.856,9.2
48337,WH_014,Ahmedabad,272.4,3.28,BlueDart,0.784,21.4
48338,WH_015,Bhiwandi,164.7,3.74,Delhivery,0.932,10.5
48339,WH_011,Nagpur,128.8,2.08,XpressBees,0.82,40.7
48340,WH_015,Coimbatore,145.2,1.73,XpressBees,0.775,6.4
48341,WH_008,Chandigarh,23.6,3.83,Delhivery,0.858,8.9
48342,WH_020,Pune,137.1,2.75,XpressBees,0.81,3.7
48343,WH_010,Vijayawada,275,2.67,DTDC,0.897,11.8
48344,WH_009,Raipur,376.7,2.09,DTDC,0.988,50
48345,WH_012,Vasai-Virar,21.2,1.16,BlueDart,0.88,2.4
48346,WH_015,Mangalore,199.9,2.21,DTDC,0.929,13.9
48347,WH_001,Agra,23.7,2.81,BlueDart,0.813,3.1
48348,WH_020,Surat,228.7,3.1,IndiaPost,0.812,6.7
48349,WH_017,Coimbatore,258.7,1.35,XpressBees,0.862,13
48350,WH_008,Srinagar,189.7,2.47,IndiaPost,0.895,9.8
48351,WH_015,Ghaziabad,54.3,2.16,BlueDart,0.889,10.3
48352,WH_006,Vijayawada,57.9,3.26,BlueDart,0.99,11.5
48353,WH_003,Madurai,279.2,1.4,IndiaPost,0.868,13.4
48354,WH_014,Mumbai,307.6,0.94,DTDC,0.863,17.8
48355,WH_013,Vijayawada,256.6,1.65,Delhivery,0.913,12.1
48356,WH_017,Hyderabad,60.6,1.66,IndiaPost,0.927,5.9
48357,WH_006,Mumbai,150.9,2.33,Delhivery,0.972,3.9
48358,WH_020,Vadodara,265.8,1.89,EcomExpress,0.893,10.4
48359,WH_001,Coimbatore,205.3,3.2,IndiaPost,0.831,10.2
48360,WH_016,Ludhiana,56.3,2.63,XpressBees,0.985,3.9
48361,WH_005,Kalyan-Dombivli,44.1,1.62,XpressBees,0.91,22.6
48362,WH_009,Gwalior,15.5,1.96,BlueDart,0.872,5
48363,WH_009,Vasai-Virar,140.6,0.96,IndiaPost,0.976,12.8
48364,WH_011,Jodhpur,139.2,3.01,BlueDart,0.805,7.7
48365,WH_006,Bhopal,265.6,3.6,IndiaPost,0.946,19.9
48366,WH_005,Vadodara,326.6,1.01,Delhivery,0.862,14.1
48367,WH_005,Surat,501.6,2.73,Shadowfax,0.987,18.5
48368,WH_010,Hyderabad,276.5,1.26,EcomExpress,0.881,21.1
48369,WH_008,Allahabad,55.5,3.83,Delhivery,0.908,14.5
48370,WH_003,Ghaziabad,188.8,3.36,XpressBees,0.945,26
48371,WH_012,Chandigarh,420.4,1.81,Shadowfax,0.744,24.2
48372,WH_012,Delhi,85.4,2.03,AmazonLogistics,0.883,3.2
48373,WH_003,Kanpur,108.6,3.69,Shadowfax,0.904,3.6
48374,WH_011,Faridabad,256.5,1.68,DTDC,0.861,7.7
48375,WH_001,Bengaluru,172.6,2.14,IndiaPost,0.91,16.2
48376,WH_008,Faridabad,481.8,3.5,XpressBees,0.877,23
48377,WH_012,Howrah,57.4,2.05,EcomExpress,0.898,4.5
48378,WH_017,Coimbatore,325.9,2.77,XpressBees,0.811,9.3
48379,WH_017,Kolkata,90.1,3.03,DTDC,0.839,12.3
48380,WH_017,Ahmedabad,128.3,3.32,BlueDart,0.875,11.8
48381,WH_009,Agra,129.9,3.35,DTDC,0.933,17.5
48382,WH_011,Varanasi,303.5,1.11,XpressBees,0.915,10.3
48383,WH_015,Gurugram,86.8,2.68,Shadowfax,0.884,16.9
48384,WH_003,Kanpur,291.4,2.95,Delhivery,0.801,14.9
48385,WH_009,Gurugram,308.8,3.81,Shadowfax,0.838,12.6
48386,WH_003,Vijayawada,42.3,3.08,Shadowfax,0.918,5.9
48387,WH_012,Ahmedabad,45.7,2.38,AmazonLogistics,0.832,3.9
48388,WH_008,Coimbatore,97.7,2.5,IndiaPost,0.977,23.3
48389,WH_013,Meerut,140.2,1.63,IndiaPost,0.805,6.2
48390,WH_012,Jodhpur,333.5,1.24,BlueDart,0.972,8.4
48391,WH_009,Dhanbad,137.4,1.02,Shadowfax,0.95,6.7
48392,WH_011,Gurugram,118.3,1.17,EcomExpress,0.842,4
48393,WH_008,Coimbatore,155.6,1.77,IndiaPost,0.869,26
48394,WH_008,Chandigarh,49.5,2.6,BlueDart,0.987,3.8
48395,WH_013,Faridabad,289.4,3.86,XpressBees,0.924,19.4
48396,WH_001,Jodhpur,98,2.94,BlueDart,0.916,19.4
48397,WH_001,Vijayawada,160.6,2.29,DTDC,0.852,4.4
48398,WH_007,Ranchi,147.1,3.74,XpressBees,0.903,25.9
48399,WH_019,Varanasi,135.2,1.46,EcomExpress,0.875,28
48400,WH_008,Chennai,64.1,2.87,EcomExpress,0.839,12.7
48401,WH_002,Indore,217.7,1.05,AmazonLogistics,0.854,9.2
48402,WH_018,Howrah,348.9,3.53,XpressBees,0.86,9.4
48403,WH_013,Thane,299.2,2.57,EcomExpress,0.967,26.8
48404,WH_019,Ludhiana,93.2,2.33,AmazonLogistics,0.864,13.4
48405,WH_011,Gwalior,178,2.05,Delhivery,0.935,15.2
48406,WH_020,Mangalore,34.6,2.47,AmazonLogistics,0.938,7.4
48407,WH_018,Raipur,164.5,1.58,EcomExpress,0.908,9
48408,WH_006,Nashik,104,2.04,EcomExpress,0.894,2.8
48409,WH_001,Ahmedabad,247.3,3.62,EcomExpress,0.895,7.7
48410,WH_015,Mangalore,104.9,3.75,EcomExpress,0.896,3.1
48411,WH_012,Lucknow,218.8,2.16,DTDC,0.84,6
48412,WH_017,Aligarh,169,1.69,DTDC,0.981,7.8
48413,WH_019,Jaipur,95.3,2.68,EcomExpress,0.877,6
48414,WH_002,Coimbatore,291.3,2.68,IndiaPost,0.942,10.6
48415,WH_008,Srinagar,172.6,1.21,IndiaPost,0.789,11.9
48416,WH_015,Vasai-Virar,154,1.92,Delhivery,0.99,5.1
48417,WH_007,Bengaluru,32.8,2.64,Shadowfax,0.99,7.4
48418,WH_014,Jodhpur,84.2,1.49,IndiaPost,0.817,8.7
48419,WH_002,Kalyan-Dombivli,279.1,3.8,XpressBees,0.931,11.2
48420,WH_009,Allahabad,268.1,1.31,IndiaPost,0.881,14.3
48421,WH_005,Aligarh,208,0.91,EcomExpress,0.768,16.1
48422,WH_014,Visakhapatnam,225.9,3.43,BlueDart,0.976,7.1
48423,WH_018,Chennai,19,2.57,Delhivery,0.865,17.9
48424,WH_002,Madurai,273.7,0.91,Delhivery,0.816,7.9
48425,WH_019,Srinagar,55,1.49,EcomExpress,0.822,3.8
48426,WH_001,Gwalior,20.6,2.19,DTDC,0.808,6.9
48427,WH_015,Ranchi,172.8,1.95,XpressBees,0.93,12.6
48428,WH_011,Jaipur,33,2.95,Shadowfax,0.885,12.9
48429,WH_007,Nagpur,45,2.61,Delhivery,0.939,17
48430,WH_020,Gwalior,60.7,2.2,AmazonLogistics,0.946,11.5
48431,WH_013,Bhopal,162.8,3.85,DTDC,0.99,37.9
48432,WH_004,Allahabad,48.9,2.52,Shadowfax,0.856,4
48433,WH_008,Hyderabad,478.4,3.29,AmazonLogistics,0.924,18.8
48434,WH_012,Lucknow,57.3,1.51,DTDC,0.771,8.1
48435,WH_012,Rajkot,258.3,3.47,IndiaPost,0.816,23.5
48436,WH_009,Srinagar,520.2,2.8,BlueDart,0.853,13.9
48437,WH_008,Thane,336.2,2.6,DTDC,0.898,28.9
48438,WH_011,Chandigarh,63.2,1.62,AmazonLogistics,0.803,6
48439,WH_016,Varanasi,144.7,1.76,XpressBees,0.918,10.1
48440,WH_012,Ghaziabad,161.7,0.99,EcomExpress,0.907,6.2
48441,WH_003,Meerut,36.4,1.71,IndiaPost,0.898,11.9
48442,WH_016,Hyderabad,154.5,2.68,IndiaPost,0.79,5.5
48443,WH_013,Mangalore,56.5,2.13,Delhivery,0.837,3.9
48444,WH_002,Pimpri-Chinchwad,88.7,3.24,IndiaPost,0.99,9.7
48445,WH_007,Kalyan-Dombivli,235.2,1.15,EcomExpress,0.807,7.6
48446,WH_002,Visakhapatnam,298.7,1.67,Shadowfax,0.805,9.5
48447,WH_020,Gwalior,86.5,2.3,BlueDart,0.92,2.6
48448,WH_017,Kanpur,44.7,1.38,BlueDart,0.834,11.3
48449,WH_008,Chandigarh,84,1.69,Delhivery,0.922,12.3
48450,WH_016,Gurugram,66.3,1.18,Delhivery,0.942,4.6
48451,WH_016,Vadodara,307.1,0.91,AmazonLogistics,0.99,14.2
48452,WH_010,Agra,244.4,3.21,Delhivery,0.752,14.9
48453,WH_013,Jabalpur,367.1,3.87,BlueDart,0.813,13.8
48454,WH_003,Allahabad,143.8,3.9,BlueDart,0.899,10.1
48455,WH_001,Indore,178.3,2.55,XpressBees,0.846,8.5
48456,WH_019,Pimpri-Chinchwad,97.3,2.33,Shadowfax,0.896,3.1
48457,WH_006,Jaipur,44.3,3.03,DTDC,0.907,6.3
48458,WH_015,Madurai,354.7,3.85,BlueDart,0.845,15.7
