record_id,date,city,category,demand_index,campaign_flag
12056,8/4/2023,Srinagar,Furniture,0.643,FALSE
12057,7/21/2024,Pune,Fashion-Women,0.825,FALSE
12058,2/1/2024,Moradabad,Books,1.107,FALSE
12059,11/14/2023,Hyderabad,Sports & Fitness,1.06,FALSE
12060,6/11/2023,Delhi,Fashion-Men,2.271,TRUE
12061,9/28/2024,Jabalpur,Furniture,0.795,TRUE
12062,6/20/2024,Bhopal,Jewellery,1.373,FALSE
12063,4/14/2025,Gwalior,Stationery,0.566,FALSE
12064,5/3/2025,Surat,Toys & Baby,1.119,FALSE
12065,8/7/2025,Vasai-Virar,Sports & Fitness,2.074,TRUE
12066,5/12/2024,Bhopal,Toys & Baby,1.378,FALSE
12067,12/26/2024,Meerut,Automotive,1.287,FALSE
12068,7/1/2024,Visakhapatnam,Automotive,0.914,FALSE
12069,5/9/2024,Dhanbad,Health,1.053,FALSE
12070,8/2/2025,Amritsar,Pet Supplies,0.809,FALSE
12071,8/24/2024,Ahmedabad,Fashion-Men,0.812,FALSE
12072,6/20/2023,Ranchi,Automotive,0.948,FALSE
12073,10/26/2023,Delhi,Stationery,1.013,FALSE
12074,6/16/2024,Kolkata,Sports & Fitness,1.013,FALSE
12075,7/24/2025,Nagpur,Fashion-Women,1.027,FALSE
12076,8/5/2025,Pimpri-Chinchwad,Fashion-Women,1.205,FALSE
12077,12/18/2024,Gwalior,Mobile & Accessories,1.186,TRUE
12078,11/3/2023,Surat,Sports & Fitness,1.009,FALSE
12079,3/18/2024,Varanasi,Jewellery,1.147,FALSE
12080,3/3/2025,Faridabad,Stationery,0.816,FALSE
12081,1/21/2023,Vadodara,Electronics,1.172,FALSE
12082,6/25/2024,Bhubaneswar,Fashion-Men,0.84,FALSE
12083,11/12/2024,Pune,Electronics,1.763,TRUE
12084,3/15/2025,Bhopal,Stationery,4.679,TRUE
12085,5/18/2025,Allahabad,Furniture,1.396,FALSE
12086,5/18/2025,Gurugram,Home & Kitchen,3.494,TRUE
12087,10/18/2024,Faridabad,Jewellery,1.073,FALSE
12088,12/27/2023,Vasai-Virar,Pet Supplies,0.943,FALSE
12089,7/18/2023,Ludhiana,Stationery,0.968,FALSE
12090,5/16/2024,Bhopal,Sports & Fitness,1.115,FALSE
12091,3/16/2025,Jabalpur,Home & Kitchen,1.048,FALSE
12092,9/29/2023,Vijayawada,Home & Kitchen,1.105,FALSE
12093,6/13/2025,Faridabad,Jewellery,0.696,FALSE
12094,6/29/2024,Nagpur,Jewellery,0.819,FALSE
12095,2/11/2024,Kanpur,Appliances,1.186,FALSE
12096,6/1/2023,Vijayawada,Sports & Fitness,1.074,FALSE
12097,5/25/2023,Patna,Mobile & Accessories,0.889,FALSE
12098,10/31/2024,Jabalpur,Beauty & Personal Care,0.991,FALSE
12099,4/9/2024,Gurugram,Office Products,0.739,FALSE
12100,2/7/2025,Faridabad,Fashion-Women,1.124,FALSE
12101,6/14/2024,Surat,Books,4.519,TRUE
12102,8/5/2023,Bengaluru,Home & Kitchen,0.677,FALSE
12103,6/21/2025,Vadodara,Fashion-Men,0.858,TRUE
12104,10/29/2024,Mangalore,Automotive,3.923,TRUE
12105,8/13/2023,Faridabad,Sports & Fitness,1.213,FALSE
12106,10/23/2023,Raipur,Fashion-Women,1.036,TRUE
12107,11/12/2024,Meerut,Fashion-Men,1.187,FALSE
12108,3/7/2023,Visakhapatnam,Fashion-Men,0.888,FALSE
12109,1/4/2025,Hyderabad,Fashion-Men,3.562,TRUE
12110,9/24/2023,Surat,Automotive,0.656,FALSE
12111,7/19/2023,Pimpri-Chinchwad,Electronics,0.659,FALSE
12112,3/18/2024,Nashik,Pet Supplies,0.645,TRUE
12113,6/11/2023,Ahmedabad,Health,1.392,FALSE
12114,8/11/2024,Gurugram,Pet Supplies,1.056,FALSE
12115,11/8/2023,Lucknow,Grocery,0.719,FALSE
12116,5/24/2024,Surat,Furniture,1.16,FALSE
12117,1/14/2024,Chennai,Appliances,1.125,FALSE
12118,9/13/2024,Varanasi,Furniture,0.932,FALSE
12119,3/25/2025,Varanasi,Mobile & Accessories,0.817,FALSE
12120,6/30/2025,Patna,Books,0.991,FALSE
12121,3/29/2023,Hyderabad,Jewellery,0.846,FALSE
12122,2/15/2025,Indore,Fashion-Women,1.118,FALSE
12123,3/1/2023,Nashik,Appliances,1.097,FALSE
12124,4/27/2024,Rajkot,Grocery,0.911,FALSE
12125,10/30/2024,Rajkot,Pet Supplies,0.966,FALSE
12126,7/3/2023,Lucknow,Footwear,1.142,FALSE
12127,2/18/2024,Surat,Electronics,1.062,FALSE
12128,4/19/2023,Lucknow,Fashion-Men,1.071,FALSE
12129,1/7/2024,Meerut,Beauty & Personal Care,0.974,FALSE
12130,7/16/2025,Gwalior,Sports & Fitness,0.781,FALSE
12131,1/26/2025,Chandigarh,Appliances,0.913,FALSE
12132,8/1/2024,Delhi,Furniture,4.376,TRUE
12133,10/19/2023,Moradabad,Electronics,0.876,FALSE
12134,11/13/2023,Hyderabad,Appliances,1.34,FALSE
12135,11/13/2024,Bhubaneswar,Industrial Supplies,1.029,FALSE
12136,3/9/2024,Ludhiana,Electronics,0.98,FALSE
12137,2/23/2024,Coimbatore,Stationery,0.795,FALSE
12138,8/13/2025,Patna,Grocery,1.292,FALSE
12139,2/28/2024,Vasai-Virar,Stationery,2.266,TRUE
12140,7/26/2024,Vasai-Virar,Mobile & Accessories,1.29,FALSE
12141,10/29/2024,Kolkata,Fashion-Men,1.112,TRUE
12142,12/13/2024,Allahabad,Books,1.11,FALSE
12143,11/30/2023,Mumbai,Grocery,0.935,FALSE
12144,6/4/2023,Jaipur,Home & Kitchen,1.165,FALSE
12145,3/14/2023,Srinagar,Mobile & Accessories,0.773,FALSE
12146,4/10/2023,Moradabad,Home & Kitchen,1.128,FALSE
12147,2/4/2025,Mumbai,Mobile & Accessories,1.345,FALSE
12148,7/4/2023,Ghaziabad,Grocery,3.062,TRUE
12149,2/5/2023,Moradabad,Pet Supplies,1.011,FALSE
12150,11/7/2023,Patna,Mobile & Accessories,0.687,FALSE
12151,1/28/2025,Allahabad,Office Products,0.538,FALSE
12152,8/27/2025,Chennai,Industrial Supplies,3.827,TRUE
12153,12/4/2024,Patna,Books,0.796,FALSE
12154,2/18/2024,Hyderabad,Fashion-Women,0.764,FALSE
12155,1/17/2024,Visakhapatnam,Pet Supplies,0.752,FALSE
12156,7/13/2023,Thane,Toys & Baby,1.065,FALSE
12157,2/19/2025,Coimbatore,Furniture,1.164,FALSE
12158,1/19/2024,Jaipur,Sports & Fitness,0.67,FALSE
12159,6/6/2025,Amritsar,Appliances,1.302,FALSE
12160,3/5/2025,Lucknow,Electronics,1.837,TRUE
12161,8/27/2024,Patna,Mobile & Accessories,0.848,FALSE
12162,6/29/2023,Hyderabad,Mobile & Accessories,1.086,FALSE
12163,5/14/2025,Bhopal,Pet Supplies,1.098,FALSE
12164,6/5/2023,Bhopal,Footwear,1.053,FALSE
12165,7/12/2024,Mangalore,Mobile & Accessories,1.261,FALSE
12166,7/3/2024,Pune,Beauty & Personal Care,2.781,TRUE
12167,5/31/2025,Vasai-Virar,Health,1.232,FALSE
12168,3/20/2025,Ahmedabad,Grocery,0.766,FALSE
12169,6/29/2025,Kalyan-Dombivli,Health,0.588,FALSE
12170,2/23/2024,Pune,Electronics,0.931,FALSE
12171,1/23/2024,Mumbai,Office Products,1.057,FALSE
12172,7/15/2025,Nashik,Beauty & Personal Care,1.06,FALSE
12173,8/20/2023,Indore,Pet Supplies,1.136,FALSE
12174,8/17/2023,Kanpur,Stationery,1.251,FALSE
12175,3/25/2025,Bhubaneswar,Toys & Baby,0.977,FALSE
12176,3/8/2025,Faridabad,Pet Supplies,1.769,TRUE
12177,3/11/2023,Howrah,Grocery,0.483,FALSE
12178,12/5/2024,Kolkata,Books,1.174,FALSE
12179,4/23/2024,Bengaluru,Beauty & Personal Care,0.994,FALSE
12180,11/27/2023,Meerut,Beauty & Personal Care,0.554,FALSE
12181,4/17/2024,Indore,Toys & Baby,1.124,FALSE
12182,5/15/2024,Vijayawada,Home & Kitchen,0.88,FALSE
12183,8/7/2025,Agra,Jewellery,2.486,TRUE
12184,3/2/2025,Allahabad,Sports & Fitness,1.224,FALSE
12185,1/12/2023,Vijayawada,Footwear,0.669,FALSE
12186,12/23/2024,Bhopal,Stationery,1.109,FALSE
12187,9/21/2024,Kanpur,Health,0.799,FALSE
12188,5/11/2023,Madurai,Appliances,0.743,FALSE
12189,4/8/2025,Aligarh,Sports & Fitness,1.203,FALSE
12190,12/15/2023,Coimbatore,Fashion-Men,1.899,TRUE
12191,9/2/2023,Gwalior,Office Products,0.849,FALSE
12192,8/2/2024,Thane,Office Products,0.564,FALSE
12193,4/12/2025,Ahmedabad,Footwear,0.914,FALSE
12194,5/2/2024,Gwalior,Home & Kitchen,0.659,FALSE
12195,1/31/2024,Coimbatore,Health,0.754,FALSE
12196,10/31/2024,Nashik,Pet Supplies,1.01,FALSE
12197,3/11/2025,Agra,Books,3.169,TRUE
12198,8/16/2025,Howrah,Sports & Fitness,0.936,FALSE
12199,5/4/2024,Nagpur,Beauty & Personal Care,1.497,TRUE
12200,1/21/2023,Vadodara,Fashion-Women,0.804,FALSE
12201,7/25/2023,Mangalore,Industrial Supplies,1.122,FALSE
12202,1/6/2023,Gwalior,Electronics,1.155,FALSE
12203,5/22/2025,Coimbatore,Office Products,0.856,FALSE
12204,3/29/2023,Delhi,Grocery,1.039,FALSE
12205,9/13/2023,Srinagar,Fashion-Men,1.014,FALSE
12206,6/1/2023,Howrah,Mobile & Accessories,0.945,FALSE
12207,1/12/2023,Meerut,Furniture,1.192,FALSE
12208,1/22/2024,Jabalpur,Electronics,1.035,FALSE
12209,6/10/2025,Gwalior,Furniture,1.209,FALSE
12210,9/24/2023,Coimbatore,Footwear,0.826,FALSE
12211,4/8/2023,Meerut,Furniture,0.879,FALSE
12212,11/8/2023,Meerut,Grocery,1.142,FALSE
12213,6/13/2025,Visakhapatnam,Electronics,1.033,FALSE
12214,1/2/2024,Amritsar,Beauty & Personal Care,1.123,FALSE
12215,5/1/2024,Nashik,Fashion-Men,0.969,FALSE
12216,4/26/2023,Vijayawada,Jewellery,0.989,FALSE
12217,2/22/2024,Madurai,Home & Kitchen,1.372,FALSE
12218,12/17/2023,Chandigarh,Health,0.843,FALSE
12219,12/19/2023,Raipur,Sports & Fitness,0.926,FALSE
12220,1/24/2023,Coimbatore,Pet Supplies,1.104,FALSE
12221,10/6/2024,Kanpur,Electronics,3.986,TRUE
12222,7/11/2024,Mumbai,Home & Kitchen,0.748,FALSE
12223,7/12/2025,Howrah,Sports & Fitness,0.991,FALSE
12224,7/29/2023,Bengaluru,Pet Supplies,0.869,FALSE
12225,5/30/2025,Kanpur,Toys & Baby,0.965,FALSE
12226,11/2/2024,Indore,Books,0.84,FALSE
12227,2/13/2023,Kolkata,Electronics,1.336,TRUE
12228,10/23/2024,Vadodara,Electronics,1.535,TRUE
12229,4/7/2025,Howrah,Industrial Supplies,3.794,TRUE
12230,4/12/2023,Patna,Stationery,0.798,FALSE
12231,4/6/2025,Ludhiana,Home & Kitchen,1.328,FALSE
12232,9/16/2024,Amritsar,Mobile & Accessories,0.915,FALSE
12233,6/1/2023,Coimbatore,Health,0.889,FALSE
12234,2/6/2023,Bhubaneswar,Pet Supplies,1.235,FALSE
12235,4/15/2025,Pimpri-Chinchwad,Mobile & Accessories,1.43,TRUE
12236,5/3/2024,Ludhiana,Grocery,0.84,FALSE
12237,6/30/2024,Kanpur,Stationery,0.811,FALSE
12238,7/4/2023,Pimpri-Chinchwad,Health,0.855,FALSE
12239,2/13/2025,Hyderabad,Electronics,1.158,FALSE
12240,3/25/2025,Gurugram,Stationery,1.212,TRUE
12241,4/27/2025,Pune,Grocery,0.613,FALSE
12242,1/22/2025,Dhanbad,Appliances,0.995,FALSE
12243,11/28/2023,Indore,Mobile & Accessories,0.868,FALSE
12244,4/22/2024,Pimpri-Chinchwad,Toys & Baby,0.937,FALSE
12245,5/30/2023,Gurugram,Fashion-Women,0.943,FALSE
12246,4/10/2024,Jabalpur,Toys & Baby,0.924,FALSE
12247,11/6/2024,Meerut,Stationery,0.705,FALSE
12248,10/17/2023,Bhopal,Electronics,0.831,FALSE
12249,2/18/2025,Jabalpur,Footwear,1.037,FALSE
12250,1/17/2023,Chandigarh,Automotive,0.957,FALSE
12251,2/27/2025,Ahmedabad,Sports & Fitness,1.328,FALSE
12252,12/30/2023,Kolkata,Sports & Fitness,1.195,FALSE
12253,4/7/2025,Mumbai,Appliances,0.851,FALSE
12254,2/6/2024,Patna,Furniture,1.044,FALSE
12255,8/17/2025,Vasai-Virar,Stationery,0.897,FALSE
12256,8/21/2025,Chandigarh,Electronics,0.801,FALSE
12257,10/11/2023,Pimpri-Chinchwad,Fashion-Men,1.181,FALSE
12258,9/17/2025,Indore,Automotive,1.01,TRUE
12259,9/5/2025,Vasai-Virar,Office Products,0.911,FALSE
12260,3/12/2025,Meerut,Pet Supplies,2.374,TRUE
12261,1/5/2023,Visakhapatnam,Pet Supplies,0.977,FALSE
12262,10/29/2024,Bhubaneswar,Toys & Baby,0.684,FALSE
12263,7/17/2025,Bengaluru,Fashion-Women,1.069,FALSE
12264,10/11/2023,Srinagar,Books,1.138,FALSE
12265,2/15/2024,Kalyan-Dombivli,Fashion-Men,1.314,TRUE
12266,11/19/2024,Delhi,Industrial Supplies,1.063,FALSE
12267,2/8/2023,Gwalior,Automotive,1.071,FALSE
12268,8/18/2024,Meerut,Home & Kitchen,0.96,FALSE
12269,10/30/2024,Meerut,Appliances,1.1,FALSE
12270,1/21/2024,Ghaziabad,Electronics,0.805,FALSE
12271,12/31/2023,Bhubaneswar,Office Products,1.086,FALSE
12272,2/10/2023,Raipur,Stationery,1.116,FALSE
12273,11/11/2023,Jabalpur,Books,0.797,FALSE
12274,5/2/2024,Mumbai,Appliances,0.697,FALSE
12275,8/5/2025,Amritsar,Pet Supplies,0.865,FALSE
12276,10/3/2023,Gwalior,Toys & Baby,0.792,FALSE
12277,4/6/2025,Vasai-Virar,Mobile & Accessories,0.823,FALSE
12278,12/16/2024,Coimbatore,Beauty & Personal Care,0.913,FALSE
12279,5/9/2024,Chandigarh,Footwear,1.03,FALSE
12280,2/26/2023,Jodhpur,Appliances,0.945,FALSE
12281,12/11/2024,Bhubaneswar,Jewellery,0.994,FALSE
12282,6/18/2023,Coimbatore,Industrial Supplies,1.469,FALSE
12283,2/6/2023,Howrah,Fashion-Men,1.013,FALSE
12284,8/26/2025,Kalyan-Dombivli,Grocery,1.012,FALSE
12285,5/23/2024,Jabalpur,Footwear,1.129,FALSE
12286,11/29/2023,Raipur,Fashion-Men,0.643,FALSE
12287,9/26/2025,Chennai,Footwear,0.815,FALSE
12288,4/14/2023,Chennai,Mobile & Accessories,0.702,FALSE
12289,1/2/2024,Hyderabad,Mobile & Accessories,0.891,FALSE
12290,10/14/2023,Vijayawada,Furniture,0.802,FALSE
12291,9/15/2024,Bhiwandi,Office Products,1.021,FALSE
12292,11/11/2024,Surat,Mobile & Accessories,0.952,FALSE
12293,12/14/2024,Allahabad,Sports & Fitness,1.264,FALSE
12294,7/26/2023,Kalyan-Dombivli,Fashion-Women,0.799,TRUE
12295,4/6/2024,Mangalore,Footwear,1.01,FALSE
12296,5/10/2023,Dhanbad,Industrial Supplies,1.372,FALSE
12297,2/23/2025,Bhiwandi,Stationery,1.388,FALSE
12298,10/28/2024,Pimpri-Chinchwad,Mobile & Accessories,0.978,FALSE
12299,8/1/2024,Kalyan-Dombivli,Furniture,1.033,FALSE
12300,1/18/2025,Dhanbad,Automotive,1.127,FALSE
12301,4/23/2023,Bhubaneswar,Furniture,0.858,FALSE
12302,4/27/2025,Varanasi,Pet Supplies,1.157,FALSE
12303,8/31/2024,Ranchi,Mobile & Accessories,0.9,FALSE
12304,5/24/2023,Delhi,Books,1.229,TRUE
12305,2/5/2024,Kalyan-Dombivli,Electronics,1.15,FALSE
12306,7/24/2023,Bhopal,Home & Kitchen,1.471,FALSE
12307,1/28/2025,Allahabad,Stationery,0.546,FALSE
12308,7/4/2025,Faridabad,Fashion-Men,0.954,FALSE
12309,3/25/2024,Amritsar,Grocery,0.748,FALSE
12310,7/8/2023,Ahmedabad,Home & Kitchen,1.314,FALSE
12311,7/8/2024,Meerut,Health,1.122,FALSE
12312,4/6/2024,Thane,Grocery,1.103,FALSE
12313,5/8/2025,Indore,Automotive,0.524,FALSE
12314,8/22/2023,Hyderabad,Jewellery,1.174,FALSE
12315,11/11/2023,Thane,Furniture,0.93,FALSE
12316,10/10/2023,Pune,Toys & Baby,0.815,FALSE
12317,11/22/2024,Mangalore,Industrial Supplies,1.037,FALSE
12318,5/4/2025,Patna,Beauty & Personal Care,1.007,FALSE
12319,6/20/2023,Mangalore,Automotive,1.087,FALSE
12320,7/25/2023,Gwalior,Industrial Supplies,0.832,FALSE
12321,10/18/2023,Surat,Appliances,2.537,TRUE
12322,3/15/2025,Nagpur,Appliances,2.277,TRUE
12323,11/13/2024,Bhubaneswar,Stationery,0.483,FALSE
12324,2/24/2025,Lucknow,Books,1.346,FALSE
12325,5/28/2024,Thane,Furniture,0.96,FALSE
12326,11/21/2024,Chennai,Sports & Fitness,0.723,FALSE
12327,6/12/2023,Moradabad,Office Products,3.232,TRUE
12328,2/4/2024,Indore,Toys & Baby,0.562,FALSE
12329,12/16/2023,Dhanbad,Sports & Fitness,0.977,FALSE
12330,1/5/2023,Patna,Fashion-Men,1.096,FALSE
12331,8/28/2023,Bhubaneswar,Mobile & Accessories,0.998,FALSE
12332,9/6/2023,Raipur,Furniture,1.337,FALSE
12333,10/21/2023,Hyderabad,Mobile & Accessories,1.094,FALSE
12334,7/4/2023,Varanasi,Home & Kitchen,1.097,FALSE
12335,5/1/2024,Bhiwandi,Books,1.06,FALSE
12336,3/30/2025,Srinagar,Stationery,0.841,FALSE
12337,1/26/2024,Nagpur,Health,0.719,FALSE
12338,12/3/2023,Vijayawada,Automotive,1.411,TRUE
12339,8/17/2023,Agra,Furniture,0.959,FALSE
12340,8/19/2023,Lucknow,Industrial Supplies,0.932,FALSE
12341,10/29/2024,Bhiwandi,Toys & Baby,0.865,FALSE
12342,9/21/2025,Ghaziabad,Books,1.035,FALSE
12343,11/7/2024,Amritsar,Mobile & Accessories,0.949,FALSE
12344,1/3/2023,Dhanbad,Appliances,0.976,TRUE
12345,5/26/2025,Varanasi,Fashion-Women,1.272,FALSE
12346,7/26/2023,Bhiwandi,Pet Supplies,1.152,FALSE
12347,1/2/2024,Ranchi,Toys & Baby,1.092,TRUE
12348,1/31/2024,Ranchi,Furniture,1.153,FALSE
12349,8/27/2024,Srinagar,Footwear,1.008,FALSE
12350,6/26/2023,Bhopal,Industrial Supplies,2.42,TRUE
12351,9/20/2024,Dhanbad,Toys & Baby,1.018,FALSE
12352,8/16/2023,Pimpri-Chinchwad,Fashion-Women,3.07,TRUE
12353,7/7/2023,Faridabad,Furniture,1.777,TRUE
12354,5/9/2023,Madurai,Automotive,1.395,FALSE
12355,6/29/2024,Madurai,Furniture,1.281,FALSE
12356,2/16/2025,Nashik,Furniture,4.449,TRUE
12357,12/28/2024,Jabalpur,Sports & Fitness,1.154,FALSE
12358,12/23/2023,Ranchi,Grocery,0.942,TRUE
12359,6/11/2025,Gurugram,Pet Supplies,1.301,FALSE
12360,10/11/2024,Madurai,Beauty & Personal Care,1.118,FALSE
12361,4/13/2024,Kolkata,Toys & Baby,0.604,FALSE
12362,12/15/2024,Bengaluru,Furniture,1.138,FALSE
12363,4/22/2025,Jodhpur,Jewellery,1.282,FALSE
12364,4/23/2023,Vijayawada,Office Products,1.059,FALSE
12365,9/8/2023,Pimpri-Chinchwad,Industrial Supplies,0.679,FALSE
12366,6/6/2024,Kalyan-Dombivli,Furniture,1.61,TRUE
12367,1/31/2025,Chennai,Toys & Baby,1.04,FALSE
12368,9/4/2023,Patna,Furniture,1.117,FALSE
12369,9/21/2025,Kanpur,Beauty & Personal Care,0.855,FALSE
12370,12/28/2024,Varanasi,Mobile & Accessories,3.971,TRUE
12371,12/8/2024,Thane,Toys & Baby,1.106,FALSE
12372,7/21/2024,Mumbai,Office Products,0.94,FALSE
12373,7/12/2024,Bhubaneswar,Sports & Fitness,0.984,FALSE
12374,7/9/2023,Kolkata,Grocery,0.609,FALSE
12375,3/11/2023,Vasai-Virar,Home & Kitchen,0.814,FALSE
12376,10/21/2023,Jaipur,Toys & Baby,1.234,FALSE
12377,11/29/2024,Chennai,Office Products,1.199,FALSE
12378,9/25/2025,Moradabad,Mobile & Accessories,0.967,FALSE
12379,10/28/2024,Chennai,Pet Supplies,1.165,FALSE
12380,4/5/2024,Kalyan-Dombivli,Sports & Fitness,0.949,FALSE
12381,8/29/2024,Vasai-Virar,Footwear,0.876,FALSE
12382,8/17/2023,Agra,Automotive,1.353,FALSE
12383,7/14/2025,Pimpri-Chinchwad,Pet Supplies,0.984,FALSE
12384,7/20/2023,Jabalpur,Books,0.697,FALSE
12385,4/1/2025,Varanasi,Stationery,0.527,FALSE
12386,5/29/2025,Ghaziabad,Beauty & Personal Care,1.054,FALSE
12387,5/1/2025,Raipur,Stationery,1.134,FALSE
12388,3/9/2025,Chandigarh,Fashion-Women,0.77,FALSE
12389,6/3/2024,Rajkot,Industrial Supplies,0.952,FALSE
12390,8/31/2025,Dhanbad,Books,1.076,FALSE
12391,11/27/2023,Rajkot,Health,0.939,FALSE
12392,1/19/2025,Srinagar,Mobile & Accessories,0.854,FALSE
12393,6/9/2025,Jodhpur,Office Products,0.84,FALSE
12394,1/22/2023,Meerut,Mobile & Accessories,1.073,FALSE
12395,8/8/2023,Srinagar,Industrial Supplies,1.103,FALSE
12396,1/16/2023,Surat,Office Products,1.101,FALSE
12397,5/15/2024,Delhi,Grocery,0.859,FALSE
12398,6/15/2024,Jabalpur,Fashion-Women,0.959,FALSE
12399,2/3/2024,Kolkata,Footwear,2.07,TRUE
12400,7/24/2025,Nashik,Mobile & Accessories,1.056,FALSE
12401,1/10/2024,Jaipur,Fashion-Women,0.772,FALSE
12402,9/4/2025,Ghaziabad,Toys & Baby,2.12,TRUE
12403,4/4/2024,Jodhpur,Pet Supplies,1.148,FALSE
12404,1/14/2025,Delhi,Fashion-Women,0.922,FALSE
12405,2/27/2023,Patna,Industrial Supplies,0.9,FALSE
12406,1/15/2025,Kalyan-Dombivli,Automotive,2.22,TRUE
12407,9/2/2023,Pimpri-Chinchwad,Toys & Baby,0.741,FALSE
12408,4/13/2025,Visakhapatnam,Fashion-Women,0.856,FALSE
12409,6/28/2023,Vadodara,Furniture,0.908,FALSE
12410,9/9/2024,Madurai,Office Products,1.145,FALSE
12411,3/16/2025,Bengaluru,Health,1.183,FALSE
12412,10/15/2024,Jabalpur,Books,0.95,FALSE
12413,7/25/2025,Bengaluru,Office Products,1.119,FALSE
12414,3/25/2023,Vijayawada,Beauty & Personal Care,0.975,FALSE
12415,1/23/2025,Vasai-Virar,Stationery,1.035,FALSE
12416,7/18/2023,Pune,Furniture,0.493,FALSE
12417,5/6/2024,Vadodara,Sports & Fitness,1.085,FALSE
12418,10/19/2023,Jaipur,Mobile & Accessories,1.177,FALSE
12419,5/15/2024,Nagpur,Fashion-Men,1.177,FALSE
12420,9/20/2023,Raipur,Beauty & Personal Care,0.953,FALSE
12421,7/4/2023,Bhopal,Sports & Fitness,0.619,FALSE
12422,4/7/2025,Pune,Sports & Fitness,1.021,FALSE
12423,11/29/2024,Ghaziabad,Jewellery,0.761,FALSE
12424,2/10/2024,Chandigarh,Office Products,1.051,FALSE
12425,9/21/2023,Mangalore,Pet Supplies,1.319,FALSE
12426,3/18/2023,Nagpur,Pet Supplies,2.485,TRUE
12427,1/25/2023,Chandigarh,Toys & Baby,2.505,TRUE
12428,5/6/2024,Thane,Stationery,0.778,FALSE
12429,6/3/2023,Bhopal,Automotive,1.231,FALSE
12430,11/14/2024,Nagpur,Jewellery,0.84,FALSE
12431,2/12/2023,Chennai,Toys & Baby,0.945,FALSE
12432,2/11/2024,Pimpri-Chinchwad,Health,1.587,FALSE
12433,3/30/2024,Pimpri-Chinchwad,Footwear,1.076,FALSE
12434,1/8/2025,Chandigarh,Fashion-Men,0.915,TRUE
