review_id,order_id,review_date,rating,review_text
40053,39026,9/12/2023,4,Packaging was good and product as described.
40054,60810,4/27/2025,3,Delivery was okay.
40055,65771,6/3/2024,3,Product fine but delivery tracking was confusing.
40056,80642,2/6/2023,5,"Courteous delivery person, smooth experience."
40057,25174,4/20/2025,5,"Delivered on time, excellent service."
40058,1633,3/25/2025,4,"Early delivery, pleasantly surprised."
40059,47815,7/14/2023,5,"Fast delivery, happy with the courier."
40060,67218,10/6/2024,4,"Early delivery, pleasantly surprised."
40061,25974,3/6/2024,2,Package arrived late and damaged.
40062,80215,1/10/2024,1,Delivery person was rude.
40063,88131,9/27/2025,5,"Great experience, will order again."
40064,7388,8/13/2023,3,Delivery was okay.
40065,82741,1/8/2023,5,"Fast delivery, happy with the courier."
40066,69789,12/3/2024,2,Delivery person was rude.
40067,32087,12/13/2023,4,"Great experience, will order again."
40068,57567,11/16/2024,4,"Delivered on time, excellent service."
40069,92633,2/5/2025,5,"Courteous delivery person, smooth experience."
40070,2000,3/1/2023,4,Packaging was good and product as described.
40071,4493,7/5/2023,5,"Courteous delivery person, smooth experience."
40072,79603,3/18/2024,1,"Wrong item delivered, disappointed."
40073,91019,9/8/2023,3,"Average experience, nothing special."
40074,51148,9/14/2023,3,Product fine but delivery tracking was confusing.
40075,59596,9/26/2024,5,"Early delivery, pleasantly surprised."
40076,9461,1/30/2023,5,Packaging was good and product as described.
40077,74976,8/11/2023,5,"Early delivery, pleasantly surprised."
40078,69679,2/28/2025,4,"Early delivery, pleasantly surprised."
40079,48550,6/18/2024,5,"Delivered on time, excellent service."
40080,77961,3/15/2025,4,"Courteous delivery person, smooth experience."
40081,55269,5/30/2025,3,Delivery was okay.
40082,27688,6/14/2023,4,"Early delivery, pleasantly surprised."
40083,55206,12/1/2024,3,Product fine but delivery tracking was confusing.
40084,57973,3/15/2025,3,Timely but packaging could be better.
40085,20371,6/18/2024,3,Delivery was okay.
40086,55606,3/18/2025,5,"Delivered on time, excellent service."
40087,76042,5/27/2023,3,"Average experience, nothing special."
40088,56158,9/2/2024,5,"Great experience, will order again."
40089,60143,7/21/2025,4,Packaging was good and product as described.
40090,6393,4/12/2025,5,"Great experience, will order again."
40091,19965,2/22/2024,3,Product fine but delivery tracking was confusing.
40092,94503,11/9/2023,3,Product fine but delivery tracking was confusing.
40093,63618,4/19/2023,1,Delivery person was rude.
40094,87816,5/6/2023,5,Packaging was good and product as described.
40095,85102,6/30/2024,5,"Early delivery, pleasantly surprised."
40096,36639,2/12/2024,5,"Delivered on time, excellent service."
40097,51878,8/4/2025,4,"Courteous delivery person, smooth experience."
40098,45098,1/19/2024,4,"Early delivery, pleasantly surprised."
40099,61042,8/4/2023,4,"Early delivery, pleasantly surprised."
40100,88234,7/4/2023,4,"Courteous delivery person, smooth experience."
40101,33695,3/1/2025,3,"Average experience, nothing special."
40102,73235,8/6/2024,4,"Delivered on time, excellent service."
40103,42648,7/28/2023,4,"Great experience, will order again."
40104,39454,5/26/2023,5,Packaging was good and product as described.
40105,16490,1/25/2023,3,"Average experience, nothing special."
40106,10892,11/10/2023,2,Poor communication from courier.
40107,28353,5/30/2023,4,"Delivered on time, excellent service."
40108,26559,9/16/2025,3,Delivery was okay.
40109,9373,9/20/2025,2,Packaging was torn and item missing parts.
40110,5665,2/22/2023,3,"Average experience, nothing special."
40111,4600,7/26/2024,5,"Early delivery, pleasantly surprised."
40112,10008,1/14/2023,4,"Great experience, will order again."
40113,70675,4/24/2023,2,Package arrived late and damaged.
40114,42705,5/27/2024,5,"Delivered on time, excellent service."
40115,36535,4/16/2025,5,"Courteous delivery person, smooth experience."
40116,59057,3/2/2023,1,"Wrong item delivered, disappointed."
40117,48953,9/18/2025,5,"Early delivery, pleasantly surprised."
40118,27232,7/17/2023,4,"Early delivery, pleasantly surprised."
40119,37652,3/7/2024,5,"Great experience, will order again."
40120,81491,8/15/2024,1,Delivery was delayed without updates.
40121,25780,3/30/2025,5,"Great experience, will order again."
40122,24187,5/2/2024,5,"Great experience, will order again."
40123,14260,9/11/2023,5,"Courteous delivery person, smooth experience."
40124,14841,6/1/2025,5,"Fast delivery, happy with the courier."
40125,12617,9/11/2025,5,"Great experience, will order again."
40126,2823,3/20/2025,5,Packaging was good and product as described.
40127,40184,8/18/2023,4,Packaging was good and product as described.
40128,84197,11/19/2023,5,"Early delivery, pleasantly surprised."
40129,25523,5/31/2025,3,"Average experience, nothing special."
40130,49510,1/27/2023,4,"Fast delivery, happy with the courier."
40131,26798,3/20/2024,3,Product fine but delivery tracking was confusing.
40132,80082,7/6/2024,5,"Early delivery, pleasantly surprised."
40133,32455,12/28/2023,4,"Fast delivery, happy with the courier."
40134,38298,12/13/2023,5,"Great experience, will order again."
40135,14526,6/2/2023,1,Packaging was torn and item missing parts.
40136,11622,9/19/2024,1,Package arrived late and damaged.
40137,93983,2/4/2024,2,Package arrived late and damaged.
40138,26966,10/31/2024,4,"Fast delivery, happy with the courier."
40139,44034,4/17/2025,4,"Great experience, will order again."
40140,37745,9/27/2024,5,"Fast delivery, happy with the courier."
40141,99437,9/18/2024,5,"Delivered on time, excellent service."
40142,32406,5/20/2024,4,"Great experience, will order again."
40143,55514,5/18/2025,5,Packaging was good and product as described.
40144,81400,7/20/2024,1,Poor communication from courier.
40145,83311,6/15/2024,5,"Courteous delivery person, smooth experience."
40146,28595,1/23/2023,5,"Fast delivery, happy with the courier."
40147,69677,7/28/2024,5,"Fast delivery, happy with the courier."
40148,73023,11/7/2023,4,"Courteous delivery person, smooth experience."
40149,31881,3/28/2023,5,"Courteous delivery person, smooth experience."
40150,42976,4/24/2025,2,Delivery person was rude.
40151,46111,9/17/2025,4,"Delivered on time, excellent service."
40152,85060,3/26/2023,3,Delivery was okay.
40153,22847,12/29/2024,4,"Courteous delivery person, smooth experience."
40154,18651,2/17/2024,4,"Courteous delivery person, smooth experience."
40155,14693,3/10/2023,4,Packaging was good and product as described.
40156,76263,8/29/2024,5,"Early delivery, pleasantly surprised."
40157,31829,6/2/2023,4,Packaging was good and product as described.
40158,35634,11/21/2024,5,"Courteous delivery person, smooth experience."
40159,50910,2/18/2025,4,"Great experience, will order again."
40160,40207,8/13/2023,5,"Early delivery, pleasantly surprised."
40161,73042,10/18/2024,5,"Early delivery, pleasantly surprised."
40162,97630,12/15/2024,3,Timely but packaging could be better.
40163,58450,4/24/2024,5,"Delivered on time, excellent service."
40164,76782,8/2/2023,4,"Delivered on time, excellent service."
40165,81052,7/29/2025,5,"Courteous delivery person, smooth experience."
40166,57552,3/22/2023,5,"Delivered on time, excellent service."
40167,6956,12/3/2023,4,Packaging was good and product as described.
40168,84504,5/8/2024,4,"Courteous delivery person, smooth experience."
40169,11335,7/24/2025,4,"Early delivery, pleasantly surprised."
40170,3047,4/7/2023,5,"Early delivery, pleasantly surprised."
40171,18833,10/30/2023,1,Poor communication from courier.
40172,55633,7/12/2025,5,Packaging was good and product as described.
40173,15574,9/3/2023,4,"Courteous delivery person, smooth experience."
40174,47807,7/30/2025,5,Packaging was good and product as described.
40175,11992,9/19/2023,1,Package arrived late and damaged.
40176,52563,8/15/2023,3,Timely but packaging could be better.
40177,74151,9/18/2025,4,"Courteous delivery person, smooth experience."
40178,35661,5/16/2025,5,"Early delivery, pleasantly surprised."
40179,43464,9/29/2024,2,Delivery was delayed without updates.
40180,56956,2/16/2024,4,Packaging was good and product as described.
40181,50553,9/28/2024,5,Packaging was good and product as described.
40182,55139,12/20/2023,4,"Fast delivery, happy with the courier."
40183,85413,8/22/2024,5,"Delivered on time, excellent service."
40184,64634,8/1/2024,5,"Great experience, will order again."
40185,62926,5/4/2024,5,"Fast delivery, happy with the courier."
40186,1191,11/11/2024,4,"Courteous delivery person, smooth experience."
40187,86171,3/30/2025,4,"Delivered on time, excellent service."
40188,61952,8/4/2025,5,"Early delivery, pleasantly surprised."
40189,48730,10/31/2024,5,Packaging was good and product as described.
40190,1310,11/6/2023,3,Product fine but delivery tracking was confusing.
40191,39,12/9/2023,4,"Courteous delivery person, smooth experience."
40192,88051,12/24/2023,1,"Wrong item delivered, disappointed."
40193,53694,4/10/2023,5,"Delivered on time, excellent service."
40194,5676,3/29/2025,5,"Delivered on time, excellent service."
40195,25567,5/5/2024,2,Poor communication from courier.
40196,42786,5/14/2024,5,"Courteous delivery person, smooth experience."
40197,75072,7/9/2025,5,Packaging was good and product as described.
40198,11278,8/31/2023,4,"Fast delivery, happy with the courier."
40199,60261,7/30/2023,4,"Great experience, will order again."
40200,35108,6/7/2023,5,"Early delivery, pleasantly surprised."
40201,31403,2/4/2024,4,"Delivered on time, excellent service."
40202,20523,7/12/2025,5,"Fast delivery, happy with the courier."
40203,96748,9/10/2023,5,Packaging was good and product as described.
40204,57815,3/19/2025,5,"Fast delivery, happy with the courier."
40205,90440,1/6/2025,5,"Fast delivery, happy with the courier."
40206,90263,11/28/2024,4,"Delivered on time, excellent service."
40207,43069,1/6/2025,2,Packaging was torn and item missing parts.
40208,63491,8/30/2024,5,"Fast delivery, happy with the courier."
40209,84242,7/27/2023,5,Packaging was good and product as described.
40210,42876,4/29/2025,4,Packaging was good and product as described.
40211,58967,1/23/2023,2,Delivery was delayed without updates.
40212,72710,3/24/2025,5,"Great experience, will order again."
40213,58001,5/30/2025,4,"Great experience, will order again."
40214,88980,3/31/2025,4,Packaging was good and product as described.
40215,3283,6/17/2023,4,"Great experience, will order again."
40216,39877,12/3/2024,4,Packaging was good and product as described.
40217,19948,6/5/2024,5,Packaging was good and product as described.
40218,12639,10/29/2024,4,"Early delivery, pleasantly surprised."
40219,90700,4/18/2025,5,"Courteous delivery person, smooth experience."
40220,2067,10/1/2024,4,Packaging was good and product as described.
40221,70009,3/3/2024,5,"Great experience, will order again."
40222,52176,2/23/2023,4,"Early delivery, pleasantly surprised."
40223,67915,6/17/2025,4,"Delivered on time, excellent service."
40224,97794,4/20/2024,5,"Fast delivery, happy with the courier."
40225,12845,6/24/2023,5,"Delivered on time, excellent service."
40226,117,10/31/2024,4,"Early delivery, pleasantly surprised."
40227,24462,5/29/2023,4,Packaging was good and product as described.
40228,73117,6/10/2023,4,"Early delivery, pleasantly surprised."
40229,69300,1/4/2023,5,"Early delivery, pleasantly surprised."
40230,39235,10/1/2023,2,Packaging was torn and item missing parts.
40231,82053,3/26/2024,5,"Delivered on time, excellent service."
40232,50450,11/7/2023,5,"Courteous delivery person, smooth experience."
40233,48243,3/23/2023,3,"Average experience, nothing special."
40234,62240,4/4/2023,3,"Average experience, nothing special."
40235,24077,12/26/2023,5,"Great experience, will order again."
40236,88506,4/15/2024,4,"Delivered on time, excellent service."
40237,74370,2/8/2024,4,"Fast delivery, happy with the courier."
40238,70066,11/27/2023,3,"Average experience, nothing special."
40239,1516,4/11/2023,2,Packaging was torn and item missing parts.
40240,93815,4/12/2023,4,"Fast delivery, happy with the courier."
40241,61946,3/24/2024,5,"Great experience, will order again."
40242,19661,9/24/2025,4,Packaging was good and product as described.
40243,67940,9/3/2023,2,Poor communication from courier.
40244,96972,8/6/2024,5,"Delivered on time, excellent service."
40245,53485,5/22/2023,5,"Fast delivery, happy with the courier."
40246,14269,8/19/2024,2,Delivery person was rude.
40247,75997,9/14/2023,3,Delivery was okay.
40248,97741,5/14/2024,1,"Wrong item delivered, disappointed."
40249,17756,4/6/2025,3,Timely but packaging could be better.
40250,12993,3/10/2023,5,Packaging was good and product as described.
40251,57343,6/17/2024,5,Packaging was good and product as described.
40252,70975,10/7/2023,5,"Courteous delivery person, smooth experience."
40253,74717,11/29/2023,4,Packaging was good and product as described.
40254,63439,7/7/2025,4,Packaging was good and product as described.
40255,68179,9/16/2024,5,"Delivered on time, excellent service."
40256,1984,8/17/2023,2,Package arrived late and damaged.
40257,81282,11/4/2024,2,Delivery was delayed without updates.
40258,91058,1/21/2023,4,"Delivered on time, excellent service."
40259,18650,4/9/2024,4,"Delivered on time, excellent service."
40260,74645,11/29/2023,5,"Courteous delivery person, smooth experience."
40261,20693,4/15/2025,5,Packaging was good and product as described.
40262,35230,9/22/2023,2,Delivery person was rude.
40263,76913,3/6/2025,5,"Great experience, will order again."
40264,60130,6/30/2024,4,Packaging was good and product as described.
40265,66163,2/24/2023,5,Packaging was good and product as described.
40266,34522,10/3/2023,3,"Average experience, nothing special."
40267,86850,5/6/2025,5,"Delivered on time, excellent service."
40268,26610,10/30/2024,5,"Early delivery, pleasantly surprised."
40269,47865,8/14/2023,3,Timely but packaging could be better.
40270,7812,5/23/2024,4,"Early delivery, pleasantly surprised."
40271,670,7/29/2024,3,"Average experience, nothing special."
40272,36616,1/11/2024,4,Packaging was good and product as described.
40273,30902,3/12/2024,3,Delivery was okay.
40274,4611,2/27/2024,3,Product fine but delivery tracking was confusing.
40275,93943,3/26/2025,5,"Delivered on time, excellent service."
40276,87125,6/30/2025,3,Delivery was okay.
40277,52324,7/8/2023,1,Package arrived late and damaged.
40278,92543,1/10/2024,5,"Early delivery, pleasantly surprised."
40279,50397,1/2/2023,2,Delivery person was rude.
40280,24068,2/5/2025,5,"Great experience, will order again."
40281,63839,1/25/2023,5,Packaging was good and product as described.
40282,49422,10/15/2023,4,"Courteous delivery person, smooth experience."
40283,62959,9/5/2025,5,"Courteous delivery person, smooth experience."
40284,52786,4/12/2025,2,Delivery person was rude.
40285,57051,4/7/2024,1,Delivery person was rude.
40286,15172,6/16/2023,1,Poor communication from courier.
40287,71121,10/9/2023,4,"Fast delivery, happy with the courier."
40288,2600,4/18/2023,3,Delivery was okay.
40289,4017,1/25/2024,5,"Early delivery, pleasantly surprised."
40290,83366,9/29/2025,4,"Great experience, will order again."
40291,61408,9/18/2024,3,"Average experience, nothing special."
40292,56622,6/8/2024,5,"Courteous delivery person, smooth experience."
40293,36965,5/19/2024,4,"Great experience, will order again."
40294,43083,6/19/2023,5,"Courteous delivery person, smooth experience."
40295,89748,3/10/2024,5,Packaging was good and product as described.
40296,15597,9/10/2023,1,"Wrong item delivered, disappointed."
40297,96720,6/14/2023,4,"Fast delivery, happy with the courier."
40298,60966,10/24/2024,5,"Early delivery, pleasantly surprised."
40299,76030,4/12/2024,5,"Early delivery, pleasantly surprised."
40300,22601,7/1/2023,4,"Courteous delivery person, smooth experience."
40301,11155,1/31/2024,2,Package arrived late and damaged.
40302,53318,7/10/2024,5,"Delivered on time, excellent service."
40303,49178,5/3/2024,2,Packaging was torn and item missing parts.
40304,72584,5/2/2024,3,"Average experience, nothing special."
40305,74137,3/13/2023,3,Timely but packaging could be better.
40306,2226,8/28/2023,2,Packaging was torn and item missing parts.
40307,63490,3/18/2025,2,Packaging was torn and item missing parts.
40308,20566,5/3/2024,3,Product fine but delivery tracking was confusing.
40309,25619,5/3/2024,3,Delivery was okay.
40310,46483,1/6/2023,5,"Early delivery, pleasantly surprised."
40311,42316,10/26/2023,5,"Delivered on time, excellent service."
40312,95787,8/14/2023,4,"Courteous delivery person, smooth experience."
40313,63082,1/2/2024,4,"Courteous delivery person, smooth experience."
40314,10556,6/10/2023,5,"Great experience, will order again."
40315,70083,10/20/2024,4,"Courteous delivery person, smooth experience."
40316,41580,8/9/2025,3,Delivery was okay.
40317,92196,5/2/2025,4,"Courteous delivery person, smooth experience."
40318,53457,6/6/2024,4,"Fast delivery, happy with the courier."
40319,10424,1/28/2025,5,Packaging was good and product as described.
40320,22012,8/11/2025,3,Delivery was okay.
40321,27113,4/22/2023,3,Product fine but delivery tracking was confusing.
40322,64930,6/23/2023,4,"Delivered on time, excellent service."
40323,93817,8/21/2024,5,"Courteous delivery person, smooth experience."
40324,75869,4/27/2023,2,"Wrong item delivered, disappointed."
40325,79811,6/14/2024,2,Package arrived late and damaged.
40326,80350,7/20/2025,5,"Fast delivery, happy with the courier."
40327,24578,8/20/2025,4,"Delivered on time, excellent service."
40328,61000,3/19/2024,5,"Courteous delivery person, smooth experience."
40329,84142,4/19/2024,1,Package arrived late and damaged.
40330,59323,1/20/2025,5,"Great experience, will order again."
40331,77833,8/1/2024,4,"Early delivery, pleasantly surprised."
40332,15815,8/28/2024,4,Packaging was good and product as described.
40333,17535,11/10/2024,3,"Average experience, nothing special."
40334,18622,4/28/2025,4,"Delivered on time, excellent service."
40335,63545,6/9/2024,4,"Fast delivery, happy with the courier."
40336,43238,4/5/2023,5,"Delivered on time, excellent service."
40337,89472,6/25/2025,4,"Courteous delivery person, smooth experience."
40338,6616,5/18/2025,4,"Fast delivery, happy with the courier."
40339,17317,2/24/2024,4,"Courteous delivery person, smooth experience."
40340,48467,3/5/2024,2,Delivery person was rude.
40341,79578,12/9/2024,4,"Fast delivery, happy with the courier."
40342,69418,4/18/2025,5,Packaging was good and product as described.
40343,65027,3/3/2024,5,"Courteous delivery person, smooth experience."
40344,53771,12/29/2024,4,"Fast delivery, happy with the courier."
40345,43353,7/23/2024,4,"Early delivery, pleasantly surprised."
40346,40750,11/29/2024,2,Package arrived late and damaged.
40347,24411,1/18/2023,5,"Early delivery, pleasantly surprised."
40348,58017,11/25/2024,5,"Courteous delivery person, smooth experience."
40349,74033,3/24/2025,5,"Fast delivery, happy with the courier."
40350,31116,7/18/2025,4,Packaging was good and product as described.
40351,15507,3/18/2023,4,"Courteous delivery person, smooth experience."
40352,67877,11/23/2024,4,"Great experience, will order again."
40353,91836,9/28/2024,4,"Delivered on time, excellent service."
40354,29119,8/9/2025,5,"Great experience, will order again."
40355,7011,11/2/2023,5,"Early delivery, pleasantly surprised."
40356,72624,4/8/2023,4,Packaging was good and product as described.
40357,28076,3/13/2025,4,"Delivered on time, excellent service."
40358,3221,12/3/2023,4,"Courteous delivery person, smooth experience."
40359,64963,5/17/2024,5,"Fast delivery, happy with the courier."
40360,65972,10/5/2023,5,"Great experience, will order again."
40361,19531,6/4/2025,1,"Wrong item delivered, disappointed."
40362,71719,3/4/2024,3,Delivery was okay.
40363,92966,12/18/2023,2,Package arrived late and damaged.
40364,40735,4/8/2023,4,"Fast delivery, happy with the courier."
40365,81831,7/30/2023,5,"Early delivery, pleasantly surprised."
40366,95605,8/27/2023,3,Delivery was okay.
40367,25397,7/22/2023,5,"Courteous delivery person, smooth experience."
40368,10936,3/22/2025,2,"Wrong item delivered, disappointed."
40369,95155,7/9/2024,4,"Delivered on time, excellent service."
40370,40368,5/13/2024,5,"Great experience, will order again."
40371,97287,10/8/2023,2,Packaging was torn and item missing parts.
40372,22082,10/21/2024,4,"Fast delivery, happy with the courier."
40373,99861,1/18/2025,2,Package arrived late and damaged.
40374,89766,9/22/2025,3,"Average experience, nothing special."
40375,71697,5/17/2025,3,Delivery was okay.
40376,87237,7/21/2023,5,"Early delivery, pleasantly surprised."
40377,17392,8/24/2024,5,"Fast delivery, happy with the courier."
40378,96345,8/11/2024,3,"Average experience, nothing special."
40379,53354,6/18/2024,4,"Courteous delivery person, smooth experience."
40380,22885,10/9/2024,3,Timely but packaging could be better.
40381,9310,6/19/2024,2,"Wrong item delivered, disappointed."
40382,83123,2/23/2024,2,Packaging was torn and item missing parts.
40383,77761,2/4/2024,2,Package arrived late and damaged.
40384,6064,9/17/2024,3,Delivery was okay.
40385,6899,11/23/2023,5,Packaging was good and product as described.
40386,29251,2/28/2025,2,Package arrived late and damaged.
40387,56390,9/7/2024,5,"Delivered on time, excellent service."
40388,68039,3/23/2025,3,"Average experience, nothing special."
40389,97540,2/26/2025,2,"Wrong item delivered, disappointed."
40390,40394,2/3/2025,3,"Average experience, nothing special."
40391,82370,3/28/2025,5,"Courteous delivery person, smooth experience."
40392,17785,8/11/2024,3,Product fine but delivery tracking was confusing.
40393,24693,8/8/2025,4,"Early delivery, pleasantly surprised."
40394,88177,7/22/2024,5,"Courteous delivery person, smooth experience."
40395,94700,4/5/2023,3,Timely but packaging could be better.
40396,78995,2/26/2023,4,"Delivered on time, excellent service."
40397,89306,7/31/2023,4,"Courteous delivery person, smooth experience."
40398,49854,2/22/2024,5,"Delivered on time, excellent service."
40399,61959,12/6/2024,4,Packaging was good and product as described.
40400,6797,6/29/2025,5,"Great experience, will order again."
40401,36350,7/28/2024,5,Packaging was good and product as described.
40402,61565,6/24/2024,5,"Courteous delivery person, smooth experience."
40403,74428,1/14/2024,5,"Great experience, will order again."
40404,93998,1/24/2023,5,"Delivered on time, excellent service."
40405,55715,3/17/2023,5,"Delivered on time, excellent service."
40406,66628,1/20/2023,4,"Fast delivery, happy with the courier."
40407,46237,6/14/2025,4,Packaging was good and product as described.
40408,97617,12/28/2024,4,"Courteous delivery person, smooth experience."
40409,74395,5/6/2024,4,"Great experience, will order again."
40410,8606,5/7/2025,3,Delivery was okay.
40411,8226,9/2/2024,3,Timely but packaging could be better.
40412,55538,9/26/2024,5,"Delivered on time, excellent service."
40413,31310,1/27/2024,3,Product fine but delivery tracking was confusing.
40414,52988,9/19/2025,5,Packaging was good and product as described.
40415,7339,3/3/2025,1,Poor communication from courier.
40416,94567,4/27/2025,4,Packaging was good and product as described.
40417,89003,7/3/2024,2,Packaging was torn and item missing parts.
40418,45486,12/22/2023,1,Package arrived late and damaged.
40419,19356,4/1/2023,5,"Courteous delivery person, smooth experience."
40420,72556,1/17/2024,1,Delivery was delayed without updates.
40421,53944,4/23/2024,4,"Fast delivery, happy with the courier."
40422,76995,2/23/2025,4,"Great experience, will order again."
40423,20731,8/1/2025,5,Packaging was good and product as described.
40424,50589,10/30/2024,1,Packaging was torn and item missing parts.
40425,13360,11/3/2023,4,"Early delivery, pleasantly surprised."
40426,99640,2/26/2023,3,Timely but packaging could be better.
40427,78697,11/23/2023,4,"Great experience, will order again."
40428,9289,11/21/2024,3,"Average experience, nothing special."
40429,8312,1/27/2025,5,Packaging was good and product as described.
40430,74249,1/7/2024,4,"Delivered on time, excellent service."
40431,69774,3/1/2023,5,Packaging was good and product as described.
40432,93124,4/17/2025,5,"Early delivery, pleasantly surprised."
40433,76255,1/21/2025,3,"Average experience, nothing special."
40434,31305,10/12/2023,4,"Great experience, will order again."
40435,77281,7/4/2025,2,Poor communication from courier.
40436,83985,8/10/2025,5,"Fast delivery, happy with the courier."
40437,88680,6/22/2024,5,Packaging was good and product as described.
40438,55641,10/20/2024,5,"Great experience, will order again."
40439,1187,9/13/2025,5,"Great experience, will order again."
40440,4488,7/9/2025,5,"Delivered on time, excellent service."
40441,76063,1/10/2023,3,Timely but packaging could be better.
40442,15169,9/6/2024,5,"Courteous delivery person, smooth experience."
40443,38233,7/31/2024,4,"Early delivery, pleasantly surprised."
40444,36996,7/1/2024,4,"Delivered on time, excellent service."
40445,3856,3/21/2023,3,Delivery was okay.
40446,76064,6/5/2025,5,"Courteous delivery person, smooth experience."
40447,70013,3/2/2025,3,Timely but packaging could be better.
40448,55694,7/14/2024,4,"Great experience, will order again."
40449,59120,1/23/2023,2,"Wrong item delivered, disappointed."
40450,42776,5/10/2023,5,"Delivered on time, excellent service."
40451,48694,9/24/2023,4,"Great experience, will order again."
40452,52636,4/1/2023,4,"Fast delivery, happy with the courier."
40453,97908,7/18/2025,5,"Delivered on time, excellent service."
40454,93274,4/12/2024,4,"Courteous delivery person, smooth experience."
40455,57618,3/16/2024,5,Packaging was good and product as described.
40456,68425,9/22/2025,4,"Great experience, will order again."
40457,22284,1/5/2024,1,Package arrived late and damaged.
40458,6203,7/23/2024,4,"Delivered on time, excellent service."
40459,12602,8/29/2025,4,"Great experience, will order again."
40460,63844,2/10/2024,4,"Delivered on time, excellent service."
40461,24677,12/25/2024,5,"Early delivery, pleasantly surprised."
40462,58847,8/29/2025,2,"Wrong item delivered, disappointed."
40463,29659,12/24/2023,3,Timely but packaging could be better.
40464,52170,9/14/2025,5,"Early delivery, pleasantly surprised."
40465,125,2/29/2024,3,Timely but packaging could be better.
40466,45571,7/7/2024,5,"Great experience, will order again."
40467,24374,6/6/2024,1,"Wrong item delivered, disappointed."
40468,69798,6/4/2025,5,"Courteous delivery person, smooth experience."
40469,92114,9/27/2023,4,"Great experience, will order again."
40470,75452,4/19/2025,5,Packaging was good and product as described.
40471,5794,6/16/2025,5,"Great experience, will order again."
40472,55465,11/21/2024,5,"Fast delivery, happy with the courier."
40473,43120,11/14/2024,5,"Early delivery, pleasantly surprised."
40474,20649,1/18/2023,5,"Courteous delivery person, smooth experience."
40475,18102,10/13/2023,2,Packaging was torn and item missing parts.
40476,26242,5/14/2024,2,Poor communication from courier.
40477,40572,9/21/2025,4,"Courteous delivery person, smooth experience."
40478,99959,4/11/2024,5,"Fast delivery, happy with the courier."
40479,92512,7/31/2023,1,Package arrived late and damaged.
40480,92757,5/18/2025,4,"Early delivery, pleasantly surprised."
40481,29835,2/26/2025,3,"Average experience, nothing special."
40482,68522,5/29/2025,3,"Average experience, nothing special."
40483,12779,1/16/2023,5,"Early delivery, pleasantly surprised."
