op_id,warehouse_id,date,avg_processing_time_hours,storage_cost_per_pallet_inr,workforce_available,shifts
20067,WH_001,11/20/2023,7.91,252.13,221,2
20068,WH_009,8/31/2023,7.28,217.54,364,2
20069,WH_009,1/7/2023,3.65,82.79,317,2
20070,WH_006,4/4/2023,8.96,125.24,173,2
20071,WH_020,6/19/2023,5.94,458.83,237,3
20072,WH_012,8/23/2025,4.17,312.25,326,3
20073,WH_016,8/10/2024,4.09,408.33,181,1
20074,WH_014,3/5/2024,7.16,329.26,86,2
20075,WH_013,5/5/2023,7.61,214.66,233,2
20076,WH_001,5/1/2025,5.23,317.58,92,2
20077,WH_006,7/2/2024,5.63,280.08,242,3
20078,WH_010,10/16/2024,9.18,302.7,166,2
20079,WH_005,5/8/2024,6.34,491.38,37,2
20080,WH_018,4/26/2024,7.09,356.16,123,3
20081,WH_020,8/27/2023,5.81,451.67,370,2
20082,WH_013,1/13/2023,4.44,191.54,229,3
20083,WH_001,2/27/2024,7.55,355.86,324,2
20084,WH_003,12/9/2024,5.07,476.74,26,2
20085,WH_017,8/24/2025,7.75,198.85,270,2
20086,WH_004,7/6/2025,6.2,60.69,84,2
20087,WH_016,7/8/2023,8.78,464.09,207,2
20088,WH_013,12/29/2023,2.26,298.15,346,2
20089,WH_018,6/30/2025,4.89,413.97,327,2
20090,WH_012,7/1/2024,7.66,385.62,138,2
20091,WH_010,2/16/2023,5.41,239.34,115,3
20092,WH_005,12/18/2023,5.94,163.61,218,3
20093,WH_008,1/16/2024,6.07,210.15,145,2
20094,WH_010,2/10/2024,5.59,319.59,71,2
20095,WH_006,6/17/2024,8.54,158.86,24,3
20096,WH_011,5/9/2025,4.75,214.86,113,3
20097,WH_005,11/30/2024,5.06,446,200,3
20098,WH_011,6/5/2024,6.18,487.69,338,2
20099,WH_011,9/8/2024,3.87,380.5,278,3
20100,WH_013,10/15/2023,5.38,97.95,226,1
20101,WH_007,4/17/2023,6.58,112.11,341,2
20102,WH_013,4/16/2025,6.83,397.21,248,3
20103,WH_016,1/22/2024,8.19,307.2,257,3
20104,WH_014,6/22/2025,3.88,447.8,350,3
20105,WH_015,11/9/2023,8.2,173.2,106,2
20106,WH_005,6/2/2024,6.25,363.78,178,2
20107,WH_005,6/5/2023,9.28,473.36,230,2
20108,WH_004,5/29/2024,5.75,386.29,47,2
20109,WH_012,3/18/2023,5.44,321.76,186,3
20110,WH_005,8/24/2025,5.35,321.19,76,2
20111,WH_018,11/22/2023,7.73,329.41,383,3
20112,WH_012,5/29/2025,7.26,66.63,354,3
20113,WH_004,5/14/2025,4.02,174.88,344,2
20114,WH_002,8/27/2024,8.27,429.71,124,3
20115,WH_016,3/2/2025,7.66,485.94,230,2
20116,WH_013,10/29/2024,6.31,372.25,233,2
20117,WH_020,7/30/2023,6.98,75.64,390,3
20118,WH_003,8/12/2023,5.78,60.89,98,2
20119,WH_005,9/10/2024,5.23,471.78,337,2
20120,WH_011,1/26/2023,7.44,365.73,120,3
20121,WH_012,3/21/2024,3.24,231.08,179,2
20122,WH_016,1/14/2023,8.32,470.65,386,2
20123,WH_019,11/27/2023,6.88,492.21,141,3
20124,WH_018,3/1/2024,5.87,240.75,227,3
20125,WH_008,6/25/2025,6.79,205.1,382,2
20126,WH_008,11/21/2024,5.78,137.87,173,2
20127,WH_003,12/23/2023,6.26,474.91,298,3
20128,WH_020,5/4/2024,5.74,106.63,79,2
20129,WH_016,12/1/2024,2.52,76.29,86,2
20130,WH_001,7/25/2023,3.78,329.6,282,1
20131,WH_004,10/15/2024,8.5,396.12,66,3
20132,WH_018,8/30/2025,6.03,211.71,362,1
20133,WH_010,12/30/2023,7.3,198.95,113,2
20134,WH_004,7/21/2023,6.64,264.85,39,3
20135,WH_019,8/28/2023,1,302.53,199,2
20136,WH_013,5/31/2025,6.53,158.21,326,3
20137,WH_003,2/8/2023,5.77,173.2,66,3
20138,WH_018,8/21/2024,4.93,146.06,107,2
20139,WH_006,4/18/2023,2.73,82.52,261,3
20140,WH_003,10/10/2024,11.35,396.46,377,2
20141,WH_009,3/16/2023,8.78,138.23,53,2
20142,WH_002,3/22/2025,2.66,252.98,382,2
20143,WH_006,1/27/2024,5.15,295.2,27,2
20144,WH_018,4/15/2025,5.82,361.09,398,3
20145,WH_010,3/20/2023,6.35,203.81,148,2
20146,WH_002,2/18/2025,6.03,304.5,81,2
20147,WH_008,9/19/2024,5.63,234.61,96,3
20148,WH_019,3/5/2024,1.15,263.99,351,2
20149,WH_009,5/18/2024,8.22,222.57,125,3
20150,WH_008,11/29/2023,6.14,435.72,205,2
20151,WH_015,2/27/2023,6.13,328.56,224,2
20152,WH_007,10/10/2024,4.72,438.12,32,3
20153,WH_001,4/25/2025,4.99,365.15,38,2
20154,WH_015,3/7/2024,3.08,140.81,218,2
20155,WH_003,8/24/2025,8.47,478.95,255,2
20156,WH_010,12/30/2024,3.95,247.71,201,2
20157,WH_010,4/29/2024,6.86,221.11,114,2
20158,WH_010,6/26/2023,8.73,194.05,257,3
20159,WH_012,8/18/2024,10.63,426.62,89,1
20160,WH_007,8/11/2025,1,197.1,299,3
20161,WH_005,4/28/2023,5.37,197.89,239,2
20162,WH_007,7/11/2023,8.7,231.68,69,2
20163,WH_008,8/12/2023,6.99,67.84,133,2
20164,WH_016,5/4/2024,5.62,245.13,176,3
20165,WH_017,3/17/2023,6.37,374.41,180,2
20166,WH_002,4/26/2025,6.19,310.82,149,2
20167,WH_019,7/12/2024,6.51,212.79,154,2
20168,WH_001,1/6/2024,5.44,105.69,188,2
20169,WH_013,12/25/2024,9.69,126.7,151,2
20170,WH_010,10/13/2024,8.27,170.46,331,2
20171,WH_006,6/20/2025,8.55,434.21,284,2
20172,WH_002,7/12/2024,6.54,434.71,52,2
20173,WH_008,5/9/2025,2.62,76.22,190,2
20174,WH_005,3/28/2025,6.1,369.11,216,3
20175,WH_005,5/4/2024,8.33,166.15,255,1
20176,WH_010,3/11/2023,5.83,350.41,53,2
20177,WH_009,9/16/2023,5.96,446.46,190,3
20178,WH_017,12/1/2023,5.75,400.29,187,2
20179,WH_014,2/23/2025,8.08,209.08,209,2
20180,WH_001,3/26/2023,1.65,308.37,106,2
20181,WH_015,1/23/2023,3.99,280.43,20,2
20182,WH_009,4/20/2023,9.67,284.73,174,2
20183,WH_012,2/20/2025,4.93,177.85,383,2
20184,WH_017,6/6/2024,7.87,140.66,228,2
20185,WH_005,9/9/2023,4.84,65.62,116,3
20186,WH_013,5/17/2024,5.02,247.04,383,2
20187,WH_008,5/25/2024,9.68,59.41,360,1
20188,WH_003,7/21/2023,4.81,360.86,278,3
20189,WH_014,5/1/2024,7.7,76.58,107,2
20190,WH_013,1/30/2025,8.62,499.83,312,3
20191,WH_009,1/25/2023,6.06,260.05,211,2
20192,WH_014,4/29/2023,7.41,232.21,344,2
20193,WH_018,1/15/2024,1.58,75.29,181,2
20194,WH_016,9/15/2025,5.94,265.85,279,2
20195,WH_007,9/12/2025,7.25,200.55,269,3
20196,WH_002,4/20/2024,5.44,418.18,353,3
20197,WH_016,5/19/2023,6.81,200.03,86,2
20198,WH_001,1/21/2023,3.32,139.9,79,2
20199,WH_010,2/15/2025,7.51,412.24,155,2
20200,WH_008,6/24/2023,4.55,358.19,35,3
20201,WH_013,4/13/2024,1.46,402.12,314,2
20202,WH_018,3/3/2024,4.68,287.17,367,3
20203,WH_006,7/2/2025,4.74,483.94,345,2
20204,WH_015,1/28/2025,5.75,450.09,106,1
20205,WH_013,9/7/2024,9.03,164.74,185,2
20206,WH_012,4/5/2023,4.5,298.12,331,3
20207,WH_006,1/30/2025,4.18,201.29,46,1
20208,WH_002,12/17/2023,7.25,124.81,210,2
20209,WH_011,4/26/2025,4.08,194.89,97,2
20210,WH_015,9/1/2024,10.29,61.41,393,2
20211,WH_010,2/22/2025,4.49,318.04,127,3
20212,WH_017,10/10/2024,6.93,436.27,203,3
20213,WH_006,11/29/2024,3.94,253.9,77,2
20214,WH_016,4/15/2024,6.14,348.54,196,2
20215,WH_019,4/24/2025,11.64,68.95,323,3
20216,WH_005,12/28/2024,4.79,249.97,65,2
20217,WH_013,7/12/2023,6.95,215.67,197,2
20218,WH_008,3/21/2024,6.5,273.67,143,2
20219,WH_006,4/24/2023,5.14,370.11,44,2
20220,WH_011,9/22/2024,7.61,342.12,238,2
20221,WH_020,4/22/2025,5.05,301.99,115,2
20222,WH_009,8/27/2025,3.27,143.2,236,2
20223,WH_011,7/23/2023,9.97,455.27,50,2
20224,WH_013,1/20/2024,8.29,61.82,299,3
20225,WH_011,5/4/2024,7.65,240.16,93,2
20226,WH_015,1/11/2025,8.19,151.04,181,3
20227,WH_011,3/20/2025,5.6,151.94,243,3
20228,WH_011,12/22/2024,4.27,442.33,154,2
20229,WH_009,8/24/2023,2.74,323.89,198,2
20230,WH_015,6/11/2025,4.78,430.7,35,2
20231,WH_012,12/28/2023,7.56,257.25,86,2
20232,WH_008,10/30/2023,2.53,484.15,102,2
20233,WH_011,3/13/2023,2.98,228.68,77,2
20234,WH_001,8/6/2023,8.31,122.66,129,2
20235,WH_014,1/14/2024,6.24,353.19,231,2
20236,WH_007,10/4/2024,3.76,244.41,307,3
20237,WH_004,3/19/2024,8.52,380.09,334,1
20238,WH_005,11/25/2024,5.83,254.67,220,3
20239,WH_006,5/23/2024,2.91,286.42,346,2
20240,WH_017,1/15/2025,4.2,223.19,363,2
20241,WH_012,3/29/2025,9.34,99.11,224,2
20242,WH_004,7/17/2023,7.15,82.65,281,3
20243,WH_009,4/21/2024,7.28,477.71,379,3
20244,WH_004,7/13/2024,5.31,331.49,193,2
20245,WH_016,5/4/2025,6.04,465.52,175,2
20246,WH_007,6/23/2025,5.88,424.29,164,2
20247,WH_001,10/7/2024,9.15,57.85,174,3
20248,WH_013,2/13/2023,3.79,453.06,194,2
20249,WH_012,9/16/2025,4.43,165.07,159,1
20250,WH_001,1/11/2024,6.56,236.59,361,2
20251,WH_017,4/19/2024,3.84,264.54,149,3
20252,WH_017,4/10/2025,3.5,441.54,138,2
20253,WH_010,10/16/2023,7.46,256.05,202,2
20254,WH_011,6/18/2025,10.44,259.43,302,2
20255,WH_010,5/8/2025,8.52,329.48,347,3
20256,WH_009,1/28/2023,5.6,257.26,147,3
20257,WH_011,6/14/2023,8.16,257.19,72,3
20258,WH_016,12/25/2023,7.07,408.26,213,3
20259,WH_013,9/5/2023,3.34,378.04,83,3
20260,WH_019,9/7/2025,6.04,254.61,156,3
20261,WH_003,4/3/2023,4.74,213.27,371,1
20262,WH_015,1/13/2023,6.15,411.42,53,2
20263,WH_013,8/29/2025,3.85,203.1,41,1
20264,WH_011,1/9/2024,6.34,204.96,35,3
20265,WH_012,7/31/2023,2.88,77.11,297,2
20266,WH_016,9/10/2023,8.38,112.69,224,2
20267,WH_011,11/20/2023,4.88,443.38,229,2
20268,WH_013,8/10/2024,7.22,96.16,279,1
20269,WH_012,3/28/2025,7.96,431.34,86,2
20270,WH_001,11/7/2024,8.12,259.26,390,3
20271,WH_011,6/26/2024,3.56,164.09,55,2
20272,WH_009,1/30/2023,9.32,351.9,121,2
20273,WH_015,9/18/2024,5.99,210.31,357,2
20274,WH_001,8/23/2025,4.89,495.1,369,1
20275,WH_019,2/27/2024,4.63,260.51,38,2
20276,WH_017,7/25/2024,4.07,197.98,288,3
20277,WH_016,7/2/2024,4.6,432.99,38,2
20278,WH_018,7/4/2023,4.93,63.16,54,2
20279,WH_017,7/2/2025,11.22,165.84,31,3
20280,WH_006,10/24/2023,6.15,51.96,380,2
20281,WH_010,3/13/2023,4.6,135.73,136,2
20282,WH_010,2/8/2025,3.93,314.32,105,2
20283,WH_010,8/26/2023,2.26,357.96,196,2
20284,WH_003,1/5/2024,8.95,129.62,308,1
20285,WH_002,5/11/2023,6.06,382.81,190,3
20286,WH_002,1/13/2023,9.03,236,222,3
20287,WH_017,8/8/2023,5.14,161.71,347,2
20288,WH_020,3/27/2023,6.37,263.05,386,2
20289,WH_017,8/15/2023,10.15,161.13,223,2
20290,WH_005,5/30/2023,9.15,322.23,336,2
20291,WH_006,12/21/2023,3.22,277.48,42,3
20292,WH_009,4/17/2025,5.98,50.6,224,3
20293,WH_020,6/9/2025,3.24,161.85,73,1
20294,WH_018,7/4/2023,5.97,250.84,116,2
20295,WH_017,7/22/2023,5.63,131.76,345,3
20296,WH_001,7/27/2025,4.42,201.67,305,3
20297,WH_007,6/25/2025,8.52,103.45,368,2
20298,WH_013,9/16/2024,6.67,499.63,229,1
20299,WH_018,1/10/2025,4.4,477.21,320,2
20300,WH_002,2/11/2025,8.96,355.42,385,1
20301,WH_009,6/27/2025,7.68,398.75,318,2
20302,WH_006,3/13/2024,3.61,103.09,169,3
20303,WH_005,10/14/2024,3.66,470.8,175,2
20304,WH_014,6/25/2023,7.14,353.81,150,3
20305,WH_018,3/19/2023,5.57,385.8,309,1
20306,WH_017,5/23/2024,7.58,277.73,159,2
20307,WH_019,1/26/2024,2.73,170.44,152,2
20308,WH_002,4/14/2024,7.18,69.99,140,2
20309,WH_007,9/25/2025,4.59,231.1,293,3
20310,WH_007,7/28/2024,4.93,260.57,85,2
20311,WH_017,3/20/2024,6.28,357.83,317,2
20312,WH_001,6/25/2025,5.56,286.72,188,2
20313,WH_012,1/28/2024,9.42,265.64,28,2
20314,WH_016,5/4/2025,5.1,252.63,209,3
20315,WH_011,9/14/2024,5.5,294.36,209,2
20316,WH_008,2/1/2023,7.79,110.66,20,2
20317,WH_020,3/30/2023,4.77,234.86,382,2
20318,WH_019,3/26/2025,7.26,252.89,267,2
20319,WH_012,8/25/2024,6.54,191.2,272,2
20320,WH_018,10/7/2023,8.11,103.66,114,3
20321,WH_013,2/19/2023,5.27,310.61,326,3
20322,WH_013,1/22/2024,4.62,119.28,112,2
20323,WH_001,8/7/2024,7.19,347.97,127,2
20324,WH_001,8/18/2024,5.02,344.62,222,2
20325,WH_011,3/26/2025,5.47,314.8,326,2
20326,WH_006,8/11/2025,10.23,245.56,96,1
20327,WH_011,5/10/2023,4.78,318.12,285,3
20328,WH_005,6/20/2025,5.55,290.75,327,2
20329,WH_016,8/7/2023,3.02,475.13,155,2
20330,WH_016,3/20/2025,7.54,114.27,385,2
20331,WH_019,8/22/2024,4.16,281.12,165,2
20332,WH_015,4/28/2023,7.23,459.75,109,3
20333,WH_014,6/3/2025,9.71,140.9,299,1
20334,WH_019,12/29/2024,4.31,80.89,43,3
20335,WH_014,5/5/2024,5.2,322.38,327,3
20336,WH_018,8/5/2025,7.86,492.12,197,2
20337,WH_010,12/26/2023,4.16,76.96,329,1
20338,WH_005,7/9/2025,4.52,218.11,375,1
20339,WH_010,4/6/2024,5.14,449.81,144,2
20340,WH_013,2/19/2024,6.76,269.7,208,3
20341,WH_012,7/30/2025,10.04,128.37,49,2
20342,WH_015,1/14/2023,7.54,429.1,376,3
20343,WH_014,9/5/2023,11.14,201.03,163,3
20344,WH_017,1/15/2025,10.72,143.87,103,2
20345,WH_002,9/25/2025,11.4,450.52,183,2
20346,WH_015,9/15/2024,1,312.59,364,2
20347,WH_019,5/28/2025,8.57,491.85,392,2
20348,WH_015,7/20/2023,5.34,149.18,268,2
20349,WH_006,5/31/2025,8.38,420.42,90,3
20350,WH_018,12/15/2023,5.56,445.56,298,2
20351,WH_005,6/19/2024,8.39,393.97,204,2
20352,WH_010,7/7/2023,4.85,116.67,68,3
20353,WH_016,2/18/2023,5.98,389.7,123,2
20354,WH_009,2/3/2024,3.56,122.03,311,2
20355,WH_018,10/21/2024,9.16,476.26,320,2
20356,WH_009,1/8/2023,2.92,215.83,205,2
20357,WH_004,1/20/2024,4.89,146.46,303,2
20358,WH_002,3/3/2025,5.8,449.94,310,2
20359,WH_001,11/1/2023,2.19,224.4,60,2
20360,WH_015,11/30/2024,4.74,119.69,342,3
20361,WH_018,5/16/2023,3.58,86.53,278,2
20362,WH_004,8/27/2024,4.69,327.55,157,2
20363,WH_016,6/17/2025,4.52,490.63,388,1
20364,WH_011,12/9/2023,5,308.3,96,1
20365,WH_012,1/29/2024,7.03,224.44,102,2
20366,WH_018,1/7/2025,11.22,171.18,361,2
20367,WH_017,3/20/2023,8.38,131.65,181,3
20368,WH_012,8/16/2023,6.88,351.96,222,2
20369,WH_010,12/12/2024,4.15,275.84,237,1
20370,WH_016,10/19/2024,6.41,86.22,208,2
20371,WH_002,9/13/2023,5.88,454.34,346,3
20372,WH_009,1/6/2023,5.22,455.18,345,3
20373,WH_011,8/19/2024,4.79,50.06,136,2
20374,WH_005,8/7/2024,5.29,261.2,378,2
20375,WH_015,6/1/2023,6.42,257.95,363,3
20376,WH_006,2/17/2023,3.68,105.84,302,2
20377,WH_012,7/10/2024,2.93,81.29,22,2
20378,WH_015,12/25/2023,10.86,391.16,48,3
20379,WH_006,2/14/2024,7.13,486.84,239,2
20380,WH_018,6/29/2024,6.84,204.49,276,3
20381,WH_002,11/22/2023,9.49,393.19,187,1
20382,WH_008,11/5/2023,3.26,217.67,46,2
20383,WH_014,6/8/2025,4.19,206.56,82,2
20384,WH_002,12/12/2023,6,263.55,54,3
20385,WH_006,8/25/2025,2.28,358.88,199,2
20386,WH_016,12/4/2023,4.04,428.09,319,2
20387,WH_008,10/2/2023,2.4,340.97,145,2
20388,WH_010,4/29/2025,4.34,291.44,205,2
20389,WH_017,10/29/2023,4.46,367.89,390,1
20390,WH_002,4/2/2024,4.39,360.97,323,3
20391,WH_020,10/23/2023,3.22,57.88,379,3
20392,WH_002,5/1/2024,1.58,284.03,176,2
20393,WH_003,6/13/2023,5.73,358.86,126,1
20394,WH_004,8/13/2024,6.92,379.18,167,2
20395,WH_015,11/13/2023,4.06,116.54,121,3
20396,WH_020,8/16/2023,6.56,477.78,323,2
20397,WH_017,8/12/2024,9.98,352.3,335,2
20398,WH_016,3/31/2025,6.26,362.84,295,1
20399,WH_005,10/27/2023,1.44,202.65,292,1
20400,WH_006,4/30/2024,9.83,217.48,197,2
20401,WH_016,10/25/2023,7.45,274.67,329,2
20402,WH_009,2/7/2024,6.52,411.68,322,2
20403,WH_001,2/21/2025,5.57,373.31,64,2
20404,WH_004,6/4/2025,3.78,198.45,379,3
20405,WH_002,4/23/2025,5.05,235.6,22,2
20406,WH_014,8/11/2024,3.06,342.81,207,1
20407,WH_010,5/6/2025,7.38,225.84,105,3
20408,WH_005,5/19/2024,4.5,297.19,57,2
20409,WH_008,7/10/2023,10.35,306.1,186,1
20410,WH_013,11/27/2024,7.71,368.78,256,2
20411,WH_002,4/25/2023,7.61,152.11,357,2
20412,WH_005,7/3/2023,5.41,452.46,64,3
20413,WH_010,5/10/2023,5.84,85,76,2
20414,WH_012,2/19/2023,5.11,184.24,250,2
20415,WH_020,7/25/2025,4.09,109.65,150,2
20416,WH_013,2/21/2024,4.04,319.87,280,2
20417,WH_013,6/4/2023,4.42,310.62,58,1
20418,WH_010,6/3/2024,8.1,166.03,253,3
20419,WH_002,4/18/2025,7.04,419.65,177,2
20420,WH_008,3/1/2025,2.15,471.43,305,3
20421,WH_010,10/22/2024,3.8,174.93,237,3
20422,WH_019,5/27/2025,7.99,496.5,206,2
20423,WH_005,4/26/2023,6.19,204.43,92,3
20424,WH_015,6/17/2023,5.73,185.02,182,2
20425,WH_015,4/6/2023,5.81,434.26,164,3
20426,WH_003,7/2/2025,3.17,419.79,274,3
20427,WH_019,3/5/2025,4.31,337.49,343,2
20428,WH_009,5/28/2024,4.39,104.19,204,3
20429,WH_012,6/6/2024,5.86,483.43,367,2
20430,WH_018,9/22/2023,3.54,132.04,84,2
20431,WH_020,1/2/2025,5.26,92.92,102,2
20432,WH_015,7/23/2023,4.34,488.87,128,2
20433,WH_017,1/11/2024,7,212.35,289,3
20434,WH_007,5/12/2025,6.31,230.3,136,2
20435,WH_012,7/16/2023,7.09,207.15,48,2
20436,WH_007,9/12/2023,8.11,93.11,364,2
20437,WH_002,8/4/2024,9.43,351.3,57,2
20438,WH_007,9/6/2024,7.16,171.18,64,2
20439,WH_002,7/21/2023,8.78,258.3,27,2
20440,WH_012,1/18/2023,6.31,470.54,38,2
20441,WH_005,2/15/2023,8.47,164.34,192,3
20442,WH_016,12/19/2024,5.4,247.82,95,2
20443,WH_001,9/22/2023,7.67,253.08,321,2
20444,WH_003,12/21/2024,4.85,404.88,248,3
20445,WH_011,6/5/2025,5.89,177.84,97,3
20446,WH_003,5/27/2023,5.49,69.26,383,2
20447,WH_002,6/11/2024,4.03,243.93,193,2
20448,WH_002,1/1/2024,8.18,438.71,23,2
20449,WH_019,10/4/2024,2.42,335.07,269,2
20450,WH_018,10/11/2024,7.49,106.51,197,1
20451,WH_010,8/9/2023,1.74,306.02,229,2
20452,WH_012,12/2/2024,6.21,448.09,297,2
20453,WH_018,7/5/2025,1.96,120.63,247,2
20454,WH_020,10/30/2024,8.27,219.31,151,2
20455,WH_008,9/19/2025,5.87,355.76,168,2
20456,WH_001,4/29/2023,8.7,141.27,356,2
20457,WH_010,5/23/2023,3.28,92.81,371,1
20458,WH_016,10/9/2023,4.81,349.63,316,3
20459,WH_020,5/10/2025,3.11,377.2,201,2
20460,WH_015,7/21/2024,5.78,459.14,364,2
20461,WH_018,1/1/2024,3.26,404.23,395,3
20462,WH_017,5/3/2025,4.25,387.77,259,2
20463,WH_015,3/26/2025,8.63,142.36,283,2
20464,WH_007,12/18/2024,6.6,152.45,292,2
20465,WH_002,2/25/2023,8.89,357.16,279,3
20466,WH_008,2/8/2023,7.68,141,208,2
20467,WH_019,6/12/2025,6.49,158.06,158,3
20468,WH_017,5/6/2023,1.62,237.22,305,3
20469,WH_007,1/28/2024,2.97,484.71,377,2
20470,WH_016,5/22/2024,9.15,321.48,90,2
20471,WH_014,5/3/2023,2.4,401.51,23,2
20472,WH_016,2/3/2023,6.04,174.09,317,2
20473,WH_006,10/12/2023,4.66,82.59,209,2
20474,WH_009,5/11/2023,3.75,233.17,190,2
20475,WH_018,2/25/2025,6.43,414.93,172,2
20476,WH_015,5/23/2023,7.36,256.57,236,2
20477,WH_001,6/24/2023,8.14,220.63,399,2
20478,WH_008,2/14/2024,6.9,476.62,24,1
20479,WH_005,1/18/2024,7.71,144.4,45,2
20480,WH_012,1/28/2023,5.83,378.03,144,2
20481,WH_013,4/4/2024,7.35,440.84,46,3
20482,WH_014,2/1/2024,9.69,366.39,335,2
20483,WH_016,10/27/2024,9.07,56.43,80,2
20484,WH_003,2/20/2023,5.69,91.51,107,2
20485,WH_018,4/6/2025,6.43,467.56,79,3
20486,WH_012,7/22/2023,4.71,397.04,105,2
20487,WH_006,7/6/2025,7.09,451.65,105,2
20488,WH_010,2/17/2025,7.55,125.02,230,2
20489,WH_020,2/3/2025,6.37,446.51,204,3
20490,WH_004,8/3/2024,7.08,96.76,294,2
20491,WH_002,6/21/2025,5.15,290.94,310,3
20492,WH_011,10/24/2024,6.98,473.32,187,2
20493,WH_014,9/12/2024,5.47,290.37,62,2
20494,WH_008,7/15/2023,5.81,221.43,273,2
20495,WH_010,1/3/2024,9.35,419.92,392,3
20496,WH_008,11/21/2023,4.5,409.1,51,1
20497,WH_015,1/22/2023,7.55,142.23,180,1
20498,WH_001,11/29/2023,2.92,189.29,334,2
20499,WH_001,4/8/2024,4.88,358.2,57,3
20500,WH_009,1/16/2024,5.24,375.38,103,2
20501,WH_018,7/14/2025,2.49,223.88,116,1
20502,WH_020,7/9/2024,5.29,403.34,213,2
20503,WH_009,3/4/2024,4.59,387.86,66,3
20504,WH_006,3/31/2023,8.5,59.58,321,2
20505,WH_019,10/16/2023,7.91,185.49,345,2
20506,WH_002,10/9/2023,3.08,133.15,377,2
20507,WH_014,9/15/2025,5.87,63.69,86,2
20508,WH_001,10/19/2023,8.28,177.22,181,1
20509,WH_002,4/19/2025,3.98,398.59,48,2
20510,WH_014,1/1/2025,5.06,408.72,76,3
20511,WH_006,11/17/2023,4.21,112.14,74,1
20512,WH_003,3/22/2024,6.49,88.76,67,3
20513,WH_007,5/31/2025,7.08,407.29,77,3
20514,WH_008,3/31/2023,4.2,441.31,126,3
20515,WH_019,7/12/2025,3.65,365.85,109,3
