record_id,date,city,category,demand_index,campaign_flag
123,2024-05-10,Pune,Health,1.074,False
124,2025-06-28,Lucknow,Footwear,0.913,False
125,2024-01-05,Jodhpur,Home & Kitchen,1.069,False
126,2024-05-13,Visakhapatnam,Mobile & Accessories,1.065,False
127,2023-11-18,Vadodara,Beauty & Personal Care,0.887,False
128,2023-07-22,Ranchi,Footwear,0.944,False
129,2024-01-23,Vasai-Virar,Industrial Supplies,1.151,False
130,2023-03-19,Allahabad,Grocery,1.234,False
131,2023-05-17,Gurugram,Fashion-Men,1.015,False
132,2023-06-03,Gwalior,Toys & Baby,0.858,False
133,2023-07-04,Agra,Books,1.354,False
134,2024-11-02,Bhiwandi,Fashion-Women,1.003,False
135,2024-03-18,Kanpur,Jewellery,2.156,True
136,2023-12-31,Mumbai,Home & Kitchen,1.179,False
137,2024-05-04,Dhanbad,Sports & Fitness,1.199,False
138,2024-11-25,Nashik,Pet Supplies,0.702,False
139,2025-08-04,Jaipur,Beauty & Personal Care,0.768,False
140,2023-01-26,Meerut,Jewellery,0.974,False
141,2024-05-25,Gwalior,Books,0.644,False
142,2023-12-25,Vijayawada,Fashion-Women,0.936,False
143,2023-08-24,Visakhapatnam,Toys & Baby,1.586,False
144,2024-08-04,Srinagar,Books,0.545,False
145,2023-04-01,Coimbatore,Footwear,1.359,False
146,2024-09-26,Pimpri-Chinchwad,Footwear,1.032,False
147,2024-06-15,Kanpur,Beauty & Personal Care,1.057,False
148,2024-01-22,Pimpri-Chinchwad,Toys & Baby,1.514,False
149,2023-05-25,Howrah,Fashion-Women,1.209,False
150,2024-09-08,Indore,Automotive,1.139,False
151,2024-09-08,Jaipur,Appliances,1.28,False
152,2023-08-01,Bengaluru,Books,0.706,False
153,2024-12-03,Chandigarh,Sports & Fitness,0.878,False
154,2025-05-22,Mumbai,Toys & Baby,1.22,False
155,2023-11-23,Madurai,Beauty & Personal Care,1.182,False
156,2024-07-10,Pune,Sports & Fitness,1.174,False
157,2025-02-04,Bhubaneswar,Toys & Baby,0.975,False
158,2025-07-08,Mangalore,Industrial Supplies,1.05,False
159,2025-08-16,Kanpur,Automotive,1.416,False
160,2023-06-09,Agra,Stationery,0.999,False
161,2023-04-24,Vasai-Virar,Mobile & Accessories,0.849,False
162,2023-11-08,Meerut,Home & Kitchen,1.031,False
163,2024-01-01,Bengaluru,Toys & Baby,1.493,False
164,2023-05-23,Nashik,Books,0.722,False
165,2023-07-13,Ghaziabad,Appliances,0.856,False
166,2024-05-21,Kalyan-Dombivli,Office Products,0.669,False
167,2024-04-04,Faridabad,Stationery,1.197,False
168,2024-10-20,Srinagar,Footwear,0.947,False
169,2024-05-13,Allahabad,Jewellery,1.262,False
170,2023-10-22,Indore,Toys & Baby,1.238,False
171,2025-04-16,Chennai,Electronics,0.951,False
172,2023-09-26,Hyderabad,Home & Kitchen,0.919,False
173,2023-09-23,Ahmedabad,Furniture,0.828,False
174,2025-01-10,Srinagar,Fashion-Men,1.152,False
175,2024-09-14,Kalyan-Dombivli,Stationery,1.441,False
176,2023-04-20,Rajkot,Automotive,1.346,False
177,2025-07-01,Faridabad,Office Products,1.35,False
178,2025-09-15,Lucknow,Automotive,0.798,False
179,2023-09-23,Ludhiana,Electronics,0.741,False
180,2025-03-24,Ranchi,Grocery,0.848,False
181,2024-08-11,Nagpur,Grocery,1.105,True
182,2023-11-08,Bhopal,Furniture,0.771,False
183,2025-04-29,Bhubaneswar,Automotive,1.241,False
184,2025-09-19,Pune,Toys & Baby,0.969,False
185,2025-09-15,Kolkata,Furniture,1.19,False
186,2025-07-12,Mangalore,Beauty & Personal Care,0.879,False
187,2024-09-26,Bhopal,Sports & Fitness,0.967,False
188,2024-10-22,Nagpur,Electronics,2.128,True
189,2024-01-17,Vijayawada,Fashion-Women,2.968,True
190,2024-12-06,Kalyan-Dombivli,Industrial Supplies,0.878,False
191,2023-04-29,Bhiwandi,Industrial Supplies,1.084,False
192,2023-10-20,Amritsar,Fashion-Men,0.58,False
193,2024-07-16,Madurai,Home & Kitchen,0.983,True
194,2023-03-10,Srinagar,Appliances,2.651,True
195,2025-08-07,Pune,Footwear,0.927,False
196,2023-05-15,Allahabad,Jewellery,0.992,False
197,2024-07-18,Vijayawada,Pet Supplies,1.456,False
198,2024-06-10,Aligarh,Beauty & Personal Care,0.831,False
199,2024-06-29,Kolkata,Office Products,1.102,False
200,2024-10-11,Aligarh,Fashion-Men,0.752,False
201,2024-01-23,Pune,Fashion-Women,0.905,False
202,2023-03-06,Moradabad,Beauty & Personal Care,1.028,False
203,2025-07-11,Madurai,Fashion-Men,0.959,False
204,2024-09-21,Howrah,Automotive,0.672,False
205,2023-06-04,Gurugram,Health,0.941,False
206,2023-12-17,Hyderabad,Footwear,1.198,False
207,2024-05-10,Surat,Mobile & Accessories,1.208,False
208,2024-12-20,Hyderabad,Mobile & Accessories,1.136,False
209,2024-04-07,Nagpur,Jewellery,1.063,False
210,2024-10-10,Howrah,Home & Kitchen,1.074,False
211,2023-01-28,Agra,Electronics,0.943,False
212,2025-07-11,Lucknow,Fashion-Women,1.073,False
213,2024-05-31,Meerut,Furniture,2.727,True
214,2024-07-24,Dhanbad,Jewellery,0.984,False
215,2025-08-22,Meerut,Fashion-Men,0.927,False
216,2025-01-24,Howrah,Fashion-Men,1.096,False
217,2024-03-15,Vasai-Virar,Footwear,0.784,False
218,2024-04-26,Rajkot,Fashion-Men,0.95,False
219,2025-03-11,Ghaziabad,Beauty & Personal Care,1.439,True
220,2023-01-25,Ahmedabad,Fashion-Men,0.623,False
221,2023-03-08,Visakhapatnam,Pet Supplies,0.835,False
222,2023-01-16,Indore,Appliances,0.928,False
223,2024-09-08,Srinagar,Toys & Baby,1.091,False
224,2023-01-16,Meerut,Pet Supplies,1.107,False
225,2023-07-10,Agra,Office Products,0.797,False
226,2024-10-19,Delhi,Grocery,1.174,False
227,2025-05-02,Nagpur,Fashion-Men,3.079,True
228,2025-02-28,Vadodara,Footwear,1.057,False
229,2023-08-31,Ghaziabad,Beauty & Personal Care,0.88,False
230,2023-07-30,Vijayawada,Grocery,0.805,False
231,2024-04-01,Indore,Industrial Supplies,1.04,False
232,2025-03-11,Delhi,Pet Supplies,0.852,False
233,2024-08-04,Bengaluru,Health,1.04,False
234,2024-04-03,Jaipur,Fashion-Men,0.995,False
235,2024-06-03,Ludhiana,Sports & Fitness,0.84,False
236,2024-04-26,Visakhapatnam,Books,1.128,False
237,2024-07-03,Jodhpur,Mobile & Accessories,1.079,False
238,2024-12-08,Agra,Automotive,0.868,False
239,2024-06-24,Bengaluru,Office Products,0.906,False
240,2025-07-18,Patna,Office Products,1.44,False
241,2024-08-12,Jodhpur,Books,0.975,False
242,2025-07-11,Allahabad,Beauty & Personal Care,1.144,False
243,2023-11-10,Pune,Electronics,0.997,False
244,2025-07-26,Vasai-Virar,Fashion-Men,2.681,True
245,2023-07-08,Pune,Toys & Baby,0.955,False
246,2024-06-29,Kolkata,Furniture,0.996,False
247,2024-05-05,Delhi,Beauty & Personal Care,0.792,False
248,2024-03-18,Chandigarh,Fashion-Men,0.845,False
249,2024-10-23,Gwalior,Jewellery,1.333,False
250,2023-01-30,Vijayawada,Pet Supplies,0.885,False
251,2025-06-07,Visakhapatnam,Mobile & Accessories,2.035,True
252,2023-08-07,Srinagar,Pet Supplies,0.928,False
253,2025-04-28,Bengaluru,Automotive,0.969,True
254,2024-09-12,Thane,Industrial Supplies,1.092,False
255,2024-01-20,Mangalore,Fashion-Women,1.272,False
256,2025-06-05,Ranchi,Pet Supplies,0.727,False
257,2023-07-03,Howrah,Footwear,0.92,False
258,2023-12-21,Moradabad,Mobile & Accessories,1.116,False
259,2023-01-16,Dhanbad,Health,0.565,False
260,2024-08-14,Patna,Footwear,1.054,False
261,2023-02-06,Indore,Automotive,0.505,False
262,2024-09-18,Srinagar,Stationery,1.297,False
263,2023-02-27,Raipur,Sports & Fitness,1.457,True
264,2025-04-24,Raipur,Health,0.762,False
265,2024-12-08,Thane,Jewellery,0.762,False
266,2025-03-04,Kolkata,Office Products,0.879,False
267,2024-10-18,Nagpur,Home & Kitchen,0.94,False
268,2023-03-16,Rajkot,Jewellery,1.115,False
269,2023-10-04,Dhanbad,Pet Supplies,0.741,False
270,2023-07-29,Nagpur,Electronics,3.232,True
271,2023-09-22,Vasai-Virar,Appliances,0.878,False
272,2025-04-30,Ghaziabad,Industrial Supplies,0.95,True
273,2025-05-01,Howrah,Beauty & Personal Care,0.842,False
274,2024-05-25,Raipur,Mobile & Accessories,1.252,False
275,2024-06-20,Mangalore,Home & Kitchen,0.894,False
276,2025-07-26,Aligarh,Footwear,1.244,False
277,2024-06-12,Nashik,Appliances,1.025,False
278,2025-05-14,Rajkot,Fashion-Women,0.936,False
279,2024-06-12,Ranchi,Jewellery,0.414,False
280,2023-12-12,Coimbatore,Sports & Fitness,1.275,False
281,2023-11-29,Jodhpur,Automotive,0.922,False
282,2023-09-01,Jodhpur,Automotive,0.785,False
283,2024-10-13,Ghaziabad,Fashion-Men,1.119,False
284,2025-08-10,Pune,Electronics,1.279,False
285,2025-08-06,Dhanbad,Pet Supplies,0.988,False
286,2023-04-07,Gurugram,Health,1.086,False
287,2023-01-20,Bhopal,Furniture,0.756,False
288,2024-03-21,Jaipur,Office Products,1.695,False
289,2024-01-08,Jodhpur,Sports & Fitness,0.835,False
290,2025-04-28,Coimbatore,Jewellery,0.753,False
291,2024-11-26,Howrah,Health,1.206,False
292,2024-11-27,Pune,Beauty & Personal Care,0.561,False
293,2023-02-28,Bengaluru,Electronics,0.835,False
294,2024-05-23,Jaipur,Pet Supplies,1.163,False
295,2023-11-05,Thane,Beauty & Personal Care,0.838,True
296,2023-04-13,Pune,Pet Supplies,0.964,False
297,2023-11-28,Indore,Jewellery,0.907,False
298,2025-09-28,Vijayawada,Footwear,0.961,False
299,2025-06-15,Vasai-Virar,Sports & Fitness,0.605,False
300,2023-11-22,Surat,Beauty & Personal Care,0.851,False
301,2023-07-26,Moradabad,Stationery,0.955,False
302,2023-12-18,Visakhapatnam,Pet Supplies,0.888,False
303,2025-02-20,Jodhpur,Jewellery,1.003,False
304,2025-07-15,Mumbai,Furniture,3.106,True
305,2024-12-27,Pune,Appliances,1.059,False
306,2024-10-11,Vijayawada,Toys & Baby,1.143,False
307,2023-10-14,Ghaziabad,Pet Supplies,0.991,False
308,2024-08-30,Vasai-Virar,Sports & Fitness,0.885,False
309,2023-11-24,Patna,Mobile & Accessories,0.865,False
310,2024-01-05,Varanasi,Home & Kitchen,1.177,False
311,2025-07-21,Thane,Mobile & Accessories,0.965,False
312,2024-11-24,Jabalpur,Automotive,1.322,False
313,2024-07-05,Delhi,Industrial Supplies,1.073,False
314,2025-06-08,Vijayawada,Pet Supplies,1.324,False
315,2025-07-19,Jaipur,Jewellery,0.608,False
316,2025-04-22,Ahmedabad,Footwear,1.26,False
317,2024-10-05,Indore,Sports & Fitness,0.987,False
318,2023-08-14,Agra,Pet Supplies,1.28,False
319,2024-04-26,Agra,Health,1.392,False
320,2025-04-16,Patna,Automotive,4.671,True
321,2025-04-20,Moradabad,Books,0.99,False
322,2024-09-25,Ludhiana,Electronics,1.086,False
323,2025-06-18,Aligarh,Footwear,0.857,False
324,2025-03-29,Bhiwandi,Electronics,0.821,False
325,2023-09-11,Ahmedabad,Footwear,1.094,False
326,2024-07-09,Varanasi,Home & Kitchen,0.938,False
327,2025-07-26,Bhopal,Mobile & Accessories,0.981,False
328,2024-10-21,Visakhapatnam,Toys & Baby,1.318,False
329,2025-02-27,Vijayawada,Fashion-Women,0.665,False
330,2024-05-20,Allahabad,Jewellery,1.13,False
331,2024-07-22,Kalyan-Dombivli,Health,1.122,False
332,2025-06-21,Jaipur,Home & Kitchen,3.732,True
333,2025-03-17,Delhi,Fashion-Women,3.787,True
334,2024-08-06,Kalyan-Dombivli,Grocery,3.756,True
335,2023-06-07,Moradabad,Electronics,0.675,False
336,2024-05-09,Vijayawada,Grocery,0.691,False
337,2023-12-19,Mumbai,Electronics,0.804,False
338,2023-11-21,Nagpur,Automotive,0.981,False
339,2024-06-12,Jaipur,Jewellery,1.026,False
340,2024-11-05,Visakhapatnam,Pet Supplies,1.252,False
341,2024-01-13,Chennai,Home & Kitchen,3.264,True
342,2025-09-27,Ghaziabad,Books,1.183,False
343,2024-12-28,Chandigarh,Office Products,1.135,False
344,2024-06-10,Kalyan-Dombivli,Mobile & Accessories,3.394,True
345,2025-07-13,Hyderabad,Jewellery,0.888,False
346,2023-06-06,Nashik,Automotive,1.283,False
347,2024-03-30,Patna,Sports & Fitness,1.142,False
348,2024-10-10,Delhi,Sports & Fitness,1.006,False
349,2025-03-29,Allahabad,Grocery,1.206,False
350,2024-10-27,Kanpur,Footwear,1.057,False
351,2023-04-27,Dhanbad,Electronics,1.007,True
352,2023-11-12,Jodhpur,Jewellery,1.177,False
353,2023-04-16,Kalyan-Dombivli,Industrial Supplies,0.786,False
354,2024-09-06,Madurai,Stationery,2.477,True
355,2024-01-16,Dhanbad,Fashion-Women,1.021,False
356,2025-06-01,Amritsar,Health,1.249,False
357,2024-11-12,Raipur,Footwear,0.785,False
358,2023-07-19,Delhi,Furniture,0.967,False
359,2023-05-01,Varanasi,Fashion-Men,0.811,False
360,2024-03-07,Kanpur,Health,0.872,False
361,2024-03-21,Vasai-Virar,Mobile & Accessories,1.039,False
362,2023-05-07,Coimbatore,Grocery,1.189,False
363,2023-03-17,Srinagar,Automotive,0.963,False
364,2024-10-11,Visakhapatnam,Home & Kitchen,1.096,True
365,2025-03-03,Gwalior,Jewellery,0.822,False
366,2024-08-22,Jodhpur,Stationery,1.383,False
367,2024-05-31,Allahabad,Electronics,0.879,False
368,2023-03-17,Chennai,Electronics,1.127,False
369,2025-01-07,Pimpri-Chinchwad,Fashion-Men,0.894,False
370,2023-12-21,Kolkata,Office Products,1.003,False
371,2024-04-19,Chandigarh,Health,1.029,False
372,2024-04-13,Lucknow,Footwear,0.749,False
373,2023-11-03,Surat,Sports & Fitness,0.714,False
374,2025-02-26,Moradabad,Pet Supplies,3.191,True
375,2025-06-09,Chandigarh,Industrial Supplies,0.585,False
376,2023-09-10,Pimpri-Chinchwad,Home & Kitchen,0.858,False
377,2023-01-25,Mumbai,Toys & Baby,1.118,False
378,2025-02-20,Kalyan-Dombivli,Electronics,1.064,False
379,2025-01-14,Aligarh,Jewellery,1.112,False
380,2023-10-09,Jodhpur,Industrial Supplies,0.812,False
381,2024-09-30,Meerut,Toys & Baby,1.396,False
382,2023-03-11,Moradabad,Office Products,1.11,True
383,2025-05-09,Gurugram,Health,0.889,False
384,2023-02-10,Agra,Home & Kitchen,1.281,False
385,2024-03-01,Patna,Fashion-Women,1.423,False
386,2024-05-06,Moradabad,Home & Kitchen,1.071,False
387,2024-12-12,Chandigarh,Electronics,0.782,False
388,2024-12-20,Pune,Stationery,1.066,True
389,2023-02-13,Varanasi,Industrial Supplies,3.491,True
390,2024-02-02,Faridabad,Automotive,1.172,False
391,2025-07-23,Bengaluru,Fashion-Men,0.629,False
392,2024-03-26,Ghaziabad,Grocery,3.056,True
393,2023-11-14,Meerut,Books,0.95,False
394,2024-06-10,Mumbai,Appliances,1.211,False
395,2025-09-24,Faridabad,Health,0.836,False
396,2024-04-11,Ludhiana,Appliances,1.817,True
397,2024-03-30,Agra,Home & Kitchen,0.783,False
398,2023-09-23,Pune,Health,0.921,False
399,2024-02-18,Visakhapatnam,Beauty & Personal Care,0.913,False
400,2023-10-02,Ahmedabad,Fashion-Women,0.897,False
401,2023-05-27,Agra,Books,1.021,False
402,2023-03-08,Ludhiana,Home & Kitchen,1.097,False
403,2023-10-15,Bhopal,Jewellery,1.019,False
404,2023-06-14,Mangalore,Automotive,0.967,False
405,2024-05-27,Bengaluru,Beauty & Personal Care,4.434,True
406,2023-04-16,Vadodara,Toys & Baby,1.339,False
407,2024-11-12,Kolkata,Industrial Supplies,0.641,False
408,2023-02-23,Bhiwandi,Pet Supplies,1.093,False
409,2024-09-16,Bhopal,Health,1.036,False
410,2023-01-09,Coimbatore,Fashion-Women,2.12,True
411,2024-02-10,Rajkot,Stationery,1.356,False
412,2025-03-05,Ghaziabad,Automotive,3.034,True
413,2024-08-24,Amritsar,Home & Kitchen,0.705,False
414,2023-04-06,Rajkot,Beauty & Personal Care,0.913,False
415,2024-04-02,Madurai,Mobile & Accessories,1.047,False
416,2024-12-08,Bhubaneswar,Fashion-Men,1.111,True
417,2025-05-09,Surat,Health,0.964,False
418,2024-02-23,Gurugram,Beauty & Personal Care,0.706,True
419,2023-06-18,Chennai,Furniture,0.625,False
420,2023-12-02,Visakhapatnam,Health,1.298,False
421,2024-08-13,Pimpri-Chinchwad,Automotive,3.145,True
422,2023-01-02,Aligarh,Books,1.04,False
423,2023-08-24,Indore,Pet Supplies,0.898,False
424,2024-05-03,Nashik,Jewellery,0.771,False
425,2024-06-12,Varanasi,Sports & Fitness,0.486,False
426,2024-09-23,Meerut,Footwear,0.964,False
427,2025-04-12,Meerut,Footwear,0.901,False
428,2025-09-05,Faridabad,Toys & Baby,0.625,False
429,2023-10-27,Kolkata,Electronics,1.1,False
430,2024-10-10,Raipur,Home & Kitchen,0.84,False
431,2023-12-01,Agra,Grocery,0.817,False
432,2023-11-21,Amritsar,Footwear,1.151,False
433,2025-01-18,Patna,Appliances,2.426,True
434,2023-03-17,Amritsar,Books,1.255,False
435,2025-02-01,Lucknow,Electronics,0.527,False
436,2023-07-28,Gurugram,Health,1.162,True
437,2023-04-29,Gurugram,Appliances,0.615,False
438,2025-03-16,Ludhiana,Automotive,1.261,False
439,2023-05-24,Patna,Furniture,1.048,False
440,2025-05-06,Moradabad,Industrial Supplies,1.096,True
441,2023-10-10,Mumbai,Furniture,0.937,False
442,2025-08-16,Kalyan-Dombivli,Jewellery,1.097,False
443,2023-03-27,Nashik,Sports & Fitness,1.56,False
444,2024-01-31,Moradabad,Beauty & Personal Care,0.515,False
445,2024-07-24,Coimbatore,Furniture,0.941,False
446,2023-12-09,Chennai,Health,3.879,True
447,2023-10-22,Faridabad,Fashion-Women,0.99,False
448,2023-10-02,Mangalore,Grocery,1.186,False
449,2024-05-06,Aligarh,Electronics,1.278,False
450,2024-01-28,Bhopal,Industrial Supplies,0.975,False
451,2024-09-15,Aligarh,Health,1.127,True
452,2025-02-08,Howrah,Sports & Fitness,3.281,True
453,2025-06-15,Chennai,Beauty & Personal Care,1.382,False
454,2023-10-30,Ludhiana,Beauty & Personal Care,0.748,False
455,2024-02-12,Surat,Grocery,1.142,False
456,2024-11-23,Aligarh,Footwear,0.983,False
457,2024-03-30,Pimpri-Chinchwad,Home & Kitchen,0.922,False
458,2024-08-02,Kalyan-Dombivli,Furniture,2.768,True
459,2024-10-14,Varanasi,Office Products,0.88,False
460,2024-12-20,Jodhpur,Office Products,1.126,False
461,2023-12-22,Agra,Industrial Supplies,0.592,False
462,2024-11-04,Vasai-Virar,Electronics,0.934,False
463,2023-03-12,Indore,Electronics,1.328,False
464,2023-02-01,Meerut,Beauty & Personal Care,0.871,False
465,2024-07-22,Delhi,Grocery,1.074,False
466,2025-09-19,Mangalore,Stationery,0.603,False
467,2024-09-30,Mangalore,Health,1.028,False
468,2023-05-07,Vadodara,Home & Kitchen,0.946,False
469,2024-10-11,Ranchi,Pet Supplies,1.04,False
470,2024-10-31,Meerut,Fashion-Women,0.632,False
471,2023-07-19,Ranchi,Industrial Supplies,0.742,False
472,2024-11-08,Madurai,Grocery,1.171,False
473,2023-12-24,Ranchi,Jewellery,4.001,True
474,2023-11-16,Moradabad,Appliances,0.936,False
475,2023-03-02,Kanpur,Health,0.7,False
476,2025-02-26,Ludhiana,Books,1.052,False
477,2023-12-15,Madurai,Electronics,0.992,False
478,2025-03-30,Thane,Footwear,1.04,False
479,2023-12-07,Moradabad,Stationery,1.045,False
480,2023-02-03,Ahmedabad,Appliances,1.075,False
481,2023-04-16,Nashik,Footwear,0.807,False
482,2024-01-19,Ludhiana,Grocery,1.007,False
483,2025-09-02,Bengaluru,Footwear,1.153,False
484,2023-11-11,Faridabad,Beauty & Personal Care,1.063,False
485,2023-03-15,Kolkata,Beauty & Personal Care,0.803,False
486,2024-09-08,Meerut,Furniture,0.941,False
487,2025-02-20,Lucknow,Grocery,1.086,False
488,2024-06-23,Kanpur,Health,1.009,False
489,2024-05-31,Kolkata,Footwear,1.009,False
490,2024-05-16,Vasai-Virar,Appliances,1.055,False
491,2024-06-11,Amritsar,Fashion-Men,0.997,False
492,2025-03-11,Kolkata,Furniture,0.952,False
493,2023-03-22,Chennai,Grocery,0.926,False
494,2023-10-31,Moradabad,Footwear,0.69,False
495,2024-12-31,Jodhpur,Stationery,1.0,False
496,2023-07-05,Aligarh,Mobile & Accessories,1.097,False
497,2024-10-01,Hyderabad,Fashion-Men,0.746,False
498,2025-07-12,Rajkot,Appliances,1.38,False
499,2024-08-04,Raipur,Appliances,1.072,False
500,2024-07-21,Jodhpur,Footwear,1.066,False
