review_id,order_id,review_date,rating,review_text
242,63081,8/29/2024,2,"Wrong item delivered, disappointed."
243,87387,3/28/2024,2,Delivery was delayed without updates.
244,10554,4/20/2024,5,"Great experience, will order again."
245,57472,5/27/2025,5,"Courteous delivery person, smooth experience."
246,57009,12/13/2023,5,"Delivered on time, excellent service."
247,41141,1/25/2023,5,Packaging was good and product as described.
248,4802,5/19/2024,5,Packaging was good and product as described.
249,27293,4/12/2024,4,"Great experience, will order again."
250,76965,3/29/2025,2,Package arrived late and damaged.
251,65116,5/7/2023,2,Poor communication from courier.
252,88578,10/29/2024,5,"Courteous delivery person, smooth experience."
253,58305,8/6/2025,5,"Courteous delivery person, smooth experience."
254,47530,9/7/2024,4,"Fast delivery, happy with the courier."
255,5498,2/1/2023,4,"Delivered on time, excellent service."
256,70632,6/5/2023,5,"Great experience, will order again."
257,53984,7/12/2025,5,"Delivered on time, excellent service."
258,50570,5/30/2024,3,"Average experience, nothing special."
259,87291,3/1/2025,4,"Great experience, will order again."
260,25977,4/26/2024,5,Packaging was good and product as described.
261,94101,3/24/2024,2,Delivery person was rude.
262,18742,1/17/2025,5,"Fast delivery, happy with the courier."
263,8712,8/26/2024,4,"Courteous delivery person, smooth experience."
264,57419,3/2/2023,4,"Courteous delivery person, smooth experience."
265,93103,12/3/2023,5,"Courteous delivery person, smooth experience."
266,79071,4/11/2025,5,"Great experience, will order again."
267,51504,10/10/2023,5,Packaging was good and product as described.
268,22866,7/10/2024,5,"Delivered on time, excellent service."
269,78998,1/25/2025,4,"Delivered on time, excellent service."
270,88351,4/13/2024,5,"Great experience, will order again."
271,35659,7/4/2023,3,"Average experience, nothing special."
272,37392,7/12/2023,4,"Early delivery, pleasantly surprised."
273,64606,3/13/2025,5,"Early delivery, pleasantly surprised."
274,26732,5/21/2025,4,"Delivered on time, excellent service."
275,92468,1/11/2025,4,"Courteous delivery person, smooth experience."
276,56109,2/13/2023,4,"Delivered on time, excellent service."
277,99836,10/30/2024,2,Delivery was delayed without updates.
278,92826,3/14/2025,3,Product fine but delivery tracking was confusing.
279,340,5/12/2023,5,Packaging was good and product as described.
280,72373,6/1/2025,3,Product fine but delivery tracking was confusing.
281,95961,11/24/2023,4,"Fast delivery, happy with the courier."
282,68517,1/2/2023,5,"Early delivery, pleasantly surprised."
283,89107,8/11/2024,3,Timely but packaging could be better.
284,32396,4/4/2024,3,"Average experience, nothing special."
285,30575,7/4/2024,5,"Great experience, will order again."
286,58954,4/12/2025,2,"Wrong item delivered, disappointed."
287,81324,4/20/2024,4,Packaging was good and product as described.
288,37938,12/29/2023,4,"Great experience, will order again."
289,82565,2/8/2025,3,Delivery was okay.
290,94157,8/8/2024,2,Packaging was torn and item missing parts.
291,23433,8/17/2024,5,"Delivered on time, excellent service."
292,68605,7/8/2023,4,"Early delivery, pleasantly surprised."
293,53271,4/15/2023,5,Packaging was good and product as described.
294,59185,3/20/2024,4,"Fast delivery, happy with the courier."
295,32524,9/19/2024,5,Packaging was good and product as described.
296,44417,7/24/2025,4,"Great experience, will order again."
297,54728,2/16/2025,1,Delivery person was rude.
298,44372,2/11/2024,5,"Fast delivery, happy with the courier."
299,37628,1/24/2024,4,"Delivered on time, excellent service."
300,65470,12/14/2024,4,Packaging was good and product as described.
301,69734,4/11/2025,4,"Great experience, will order again."
302,81495,4/8/2023,4,"Early delivery, pleasantly surprised."
303,34403,1/1/2024,5,"Early delivery, pleasantly surprised."
304,34215,9/13/2025,4,"Fast delivery, happy with the courier."
305,56405,9/28/2023,5,Packaging was good and product as described.
306,4814,7/30/2023,4,Packaging was good and product as described.
307,21478,2/28/2023,2,Packaging was torn and item missing parts.
308,32921,6/29/2023,4,"Delivered on time, excellent service."
309,99288,12/14/2023,5,Packaging was good and product as described.
310,65719,12/21/2023,4,"Great experience, will order again."
311,64478,2/10/2025,1,Delivery was delayed without updates.
312,65449,8/26/2025,5,"Great experience, will order again."
313,56650,4/5/2024,5,"Delivered on time, excellent service."
314,56014,10/2/2023,4,"Great experience, will order again."
315,69335,1/6/2024,4,Packaging was good and product as described.
316,91547,3/16/2025,5,"Delivered on time, excellent service."
317,56712,5/24/2023,3,Product fine but delivery tracking was confusing.
318,52188,10/21/2024,5,Packaging was good and product as described.
319,37383,4/3/2024,2,Poor communication from courier.
320,62872,8/7/2025,4,"Delivered on time, excellent service."
321,3538,5/6/2023,2,"Wrong item delivered, disappointed."
322,9731,5/11/2025,4,"Courteous delivery person, smooth experience."
323,14844,10/1/2023,4,"Early delivery, pleasantly surprised."
324,15109,8/29/2024,5,"Courteous delivery person, smooth experience."
325,40983,8/28/2024,5,"Delivered on time, excellent service."
326,49180,8/21/2024,2,"Wrong item delivered, disappointed."
327,83118,3/27/2024,5,"Fast delivery, happy with the courier."
328,5423,9/10/2023,5,"Fast delivery, happy with the courier."
329,57176,8/6/2024,4,"Early delivery, pleasantly surprised."
330,26778,1/17/2024,4,"Great experience, will order again."
331,727,5/21/2025,2,Delivery person was rude.
332,8408,7/8/2025,4,Packaging was good and product as described.
333,14681,5/1/2024,4,"Fast delivery, happy with the courier."
334,23517,10/6/2023,4,"Early delivery, pleasantly surprised."
335,38691,4/13/2024,2,Poor communication from courier.
336,72215,3/26/2025,5,"Courteous delivery person, smooth experience."
337,61732,3/17/2025,5,"Delivered on time, excellent service."
338,66986,12/2/2024,5,Packaging was good and product as described.
339,1768,8/30/2024,4,"Early delivery, pleasantly surprised."
340,98469,3/12/2024,2,"Wrong item delivered, disappointed."
341,4567,7/31/2024,4,"Delivered on time, excellent service."
342,61535,9/19/2025,4,Packaging was good and product as described.
343,38950,12/23/2024,4,"Fast delivery, happy with the courier."
344,85132,4/12/2024,5,"Great experience, will order again."
345,45151,11/17/2023,2,"Wrong item delivered, disappointed."
346,6828,4/14/2023,3,Delivery was okay.
347,36194,2/13/2023,4,"Fast delivery, happy with the courier."
348,50528,3/9/2025,4,"Early delivery, pleasantly surprised."
349,77895,9/22/2024,5,"Fast delivery, happy with the courier."
350,13189,4/24/2024,5,"Delivered on time, excellent service."
351,37380,2/10/2024,5,"Early delivery, pleasantly surprised."
352,94164,12/21/2024,5,"Great experience, will order again."
353,47514,10/14/2024,3,"Average experience, nothing special."
354,84407,9/14/2023,5,"Courteous delivery person, smooth experience."
355,20468,11/15/2024,3,"Average experience, nothing special."
356,85986,12/15/2023,5,"Early delivery, pleasantly surprised."
357,14267,10/27/2024,5,"Fast delivery, happy with the courier."
358,26694,9/8/2024,4,"Great experience, will order again."
359,53391,10/8/2023,5,"Courteous delivery person, smooth experience."
360,67106,8/30/2025,5,"Courteous delivery person, smooth experience."
361,2691,4/11/2025,2,Delivery was delayed without updates.
362,75420,8/3/2024,4,"Courteous delivery person, smooth experience."
363,46618,11/26/2023,5,"Delivered on time, excellent service."
364,71760,7/16/2025,5,"Fast delivery, happy with the courier."
365,51869,3/8/2023,5,"Delivered on time, excellent service."
366,95582,12/5/2024,4,"Great experience, will order again."
367,43344,3/16/2025,4,"Early delivery, pleasantly surprised."
368,6211,3/7/2023,5,"Great experience, will order again."
369,47574,4/6/2023,3,"Average experience, nothing special."
370,41483,8/31/2025,5,"Delivered on time, excellent service."
371,92653,10/3/2024,5,"Delivered on time, excellent service."
372,13331,9/10/2023,5,"Great experience, will order again."
373,64916,10/13/2024,2,"Wrong item delivered, disappointed."
374,14036,11/10/2023,4,"Early delivery, pleasantly surprised."
375,32239,2/17/2024,5,"Fast delivery, happy with the courier."
376,75021,10/9/2023,3,Delivery was okay.
377,52700,9/5/2023,5,"Delivered on time, excellent service."
378,42621,7/13/2025,5,"Early delivery, pleasantly surprised."
379,55413,12/30/2024,5,"Fast delivery, happy with the courier."
380,16109,9/1/2025,5,Packaging was good and product as described.
381,31304,3/18/2023,5,"Delivered on time, excellent service."
382,31367,3/9/2023,5,"Great experience, will order again."
383,42180,2/5/2024,3,Timely but packaging could be better.
384,42538,10/31/2023,4,"Great experience, will order again."
385,26606,5/4/2025,5,"Early delivery, pleasantly surprised."
386,22233,5/3/2024,3,Delivery was okay.
387,3129,11/28/2024,4,Packaging was good and product as described.
388,16378,8/7/2024,5,"Delivered on time, excellent service."
389,62926,8/23/2024,5,"Delivered on time, excellent service."
390,6693,9/19/2023,5,"Courteous delivery person, smooth experience."
391,80978,1/1/2024,3,Timely but packaging could be better.
392,32968,11/23/2023,3,Product fine but delivery tracking was confusing.
393,19755,3/6/2023,5,"Courteous delivery person, smooth experience."
394,51679,7/2/2025,3,Delivery was okay.
395,53259,6/13/2023,5,Packaging was good and product as described.
396,68986,9/26/2024,4,"Delivered on time, excellent service."
397,38520,5/23/2023,4,"Courteous delivery person, smooth experience."
398,18443,8/20/2025,3,"Average experience, nothing special."
399,48754,9/6/2023,5,"Courteous delivery person, smooth experience."
400,18057,10/13/2023,5,"Early delivery, pleasantly surprised."
401,79519,4/3/2023,4,"Delivered on time, excellent service."
402,43296,11/17/2023,4,"Courteous delivery person, smooth experience."
403,28822,2/7/2025,4,"Delivered on time, excellent service."
404,36542,11/30/2023,5,"Courteous delivery person, smooth experience."
405,84192,7/17/2023,4,"Great experience, will order again."
406,28313,4/14/2023,5,"Delivered on time, excellent service."
407,7559,2/25/2025,5,"Early delivery, pleasantly surprised."
408,32435,1/19/2023,4,"Fast delivery, happy with the courier."
409,52546,3/30/2025,5,"Delivered on time, excellent service."
410,41945,3/17/2023,5,"Courteous delivery person, smooth experience."
411,72561,12/29/2024,4,"Early delivery, pleasantly surprised."
412,22385,6/1/2025,4,"Fast delivery, happy with the courier."
413,47140,4/15/2025,5,"Courteous delivery person, smooth experience."
414,25520,11/6/2024,4,"Delivered on time, excellent service."
415,20429,5/23/2025,3,"Average experience, nothing special."
416,60983,7/15/2024,5,"Courteous delivery person, smooth experience."
417,31092,3/5/2024,4,"Fast delivery, happy with the courier."
418,51157,6/7/2023,2,Delivery was delayed without updates.
419,79326,10/6/2024,5,Packaging was good and product as described.
420,6704,7/23/2023,4,"Early delivery, pleasantly surprised."
421,81979,12/14/2024,4,"Delivered on time, excellent service."
422,87031,7/6/2025,3,Product fine but delivery tracking was confusing.
423,20379,1/13/2024,4,"Fast delivery, happy with the courier."
424,97900,4/24/2025,4,"Courteous delivery person, smooth experience."
425,73951,11/29/2023,5,"Courteous delivery person, smooth experience."
426,84779,4/13/2024,5,"Early delivery, pleasantly surprised."
427,36216,3/28/2024,1,Delivery person was rude.
428,13139,1/12/2025,4,"Fast delivery, happy with the courier."
429,87179,5/3/2025,3,Delivery was okay.
430,96769,7/2/2024,5,"Courteous delivery person, smooth experience."
431,32349,1/3/2025,3,Timely but packaging could be better.
432,11017,2/17/2024,5,Packaging was good and product as described.
433,77893,9/8/2024,5,"Delivered on time, excellent service."
434,6781,11/12/2023,4,Packaging was good and product as described.
435,29164,3/21/2023,4,Packaging was good and product as described.
436,27468,6/25/2025,5,"Courteous delivery person, smooth experience."
437,34962,6/28/2023,5,"Delivered on time, excellent service."
438,36654,5/24/2024,5,Packaging was good and product as described.
439,74803,3/27/2025,5,"Fast delivery, happy with the courier."
440,61550,12/13/2024,3,Timely but packaging could be better.
441,14264,5/27/2023,5,Packaging was good and product as described.
442,28606,1/4/2023,5,Packaging was good and product as described.
443,70025,10/1/2024,4,"Courteous delivery person, smooth experience."
444,81004,7/20/2025,4,"Early delivery, pleasantly surprised."
445,88049,12/13/2023,5,"Fast delivery, happy with the courier."
446,70519,9/29/2023,5,"Fast delivery, happy with the courier."
447,30129,8/6/2025,5,"Courteous delivery person, smooth experience."
448,87860,5/13/2025,3,"Average experience, nothing special."
449,28568,5/26/2024,4,"Fast delivery, happy with the courier."
450,72478,8/17/2024,4,"Fast delivery, happy with the courier."
451,38990,6/23/2023,5,"Great experience, will order again."
452,12549,5/3/2024,5,"Courteous delivery person, smooth experience."
453,70254,7/1/2025,3,"Average experience, nothing special."
454,25801,4/28/2024,2,Poor communication from courier.
455,86600,5/2/2024,5,Packaging was good and product as described.
456,10797,10/27/2023,5,"Early delivery, pleasantly surprised."
457,71623,8/31/2023,3,Timely but packaging could be better.
458,93726,7/8/2024,4,"Fast delivery, happy with the courier."
459,13495,6/16/2025,3,Timely but packaging could be better.
460,90818,5/22/2023,4,"Courteous delivery person, smooth experience."
461,90250,11/24/2024,4,"Delivered on time, excellent service."
462,60007,7/10/2025,4,"Delivered on time, excellent service."
463,77457,5/22/2023,3,Delivery was okay.
464,18231,6/22/2024,4,"Courteous delivery person, smooth experience."
465,12600,10/17/2023,5,"Courteous delivery person, smooth experience."
466,16224,8/9/2025,5,"Delivered on time, excellent service."
467,88560,12/24/2023,2,Delivery was delayed without updates.
468,38311,10/8/2023,4,"Early delivery, pleasantly surprised."
469,25760,12/22/2023,5,"Delivered on time, excellent service."
470,16961,1/20/2025,4,"Delivered on time, excellent service."
471,97472,7/9/2025,5,"Fast delivery, happy with the courier."
472,53755,11/8/2024,5,Packaging was good and product as described.
473,78826,9/19/2024,5,"Early delivery, pleasantly surprised."
474,39369,4/25/2023,4,"Courteous delivery person, smooth experience."
475,44900,8/3/2025,4,"Early delivery, pleasantly surprised."
476,75710,8/21/2023,5,"Courteous delivery person, smooth experience."
477,300,1/14/2024,3,"Average experience, nothing special."
478,12418,11/14/2024,4,"Fast delivery, happy with the courier."
479,95122,6/25/2025,3,Delivery was okay.
480,414,2/10/2024,5,"Great experience, will order again."
481,13086,3/8/2025,4,"Courteous delivery person, smooth experience."
482,42931,6/10/2024,5,"Delivered on time, excellent service."
483,62039,7/8/2024,4,"Courteous delivery person, smooth experience."
484,39568,3/10/2025,4,Packaging was good and product as described.
485,96992,7/21/2024,1,Packaging was torn and item missing parts.
486,31205,1/4/2025,4,"Courteous delivery person, smooth experience."
487,3729,2/19/2023,3,"Average experience, nothing special."
488,39050,8/14/2025,2,Package arrived late and damaged.
489,90294,3/9/2024,4,"Courteous delivery person, smooth experience."
490,55027,8/13/2025,4,"Courteous delivery person, smooth experience."
491,28610,2/1/2023,4,"Delivered on time, excellent service."
492,99662,4/7/2025,2,Delivery person was rude.
493,57781,10/17/2023,5,"Great experience, will order again."
494,75838,9/22/2023,2,Poor communication from courier.
495,74155,9/20/2024,5,"Courteous delivery person, smooth experience."
496,34950,4/22/2024,1,Packaging was torn and item missing parts.
497,45594,5/22/2023,1,Package arrived late and damaged.
498,48899,9/25/2024,4,"Great experience, will order again."
499,21227,4/3/2025,3,Delivery was okay.
