record_id,date,city,category,demand_index,campaign_flag
67,7/13/2023,Srinagar,Toys & Baby,0.644,FALSE
68,8/25/2024,Meerut,Fashion-Women,0.644,FALSE
69,1/14/2023,Jaipur,Industrial Supplies,0.626,FALSE
70,6/28/2024,Meerut,Beauty & Personal Care,1.308,FALSE
71,7/15/2025,Mangalore,Grocery,1.772,TRUE
72,11/27/2023,Delhi,Books,3.52,TRUE
73,11/24/2023,Varanasi,Beauty & Personal Care,0.943,FALSE
74,10/14/2023,Nashik,Sports & Fitness,0.789,FALSE
75,3/24/2025,Amritsar,Jewellery,1.363,FALSE
76,8/9/2024,Srinagar,Stationery,1.52,TRUE
77,5/1/2023,Vijayawada,Sports & Fitness,0.838,FALSE
78,7/9/2024,Indore,Fashion-Men,1.272,FALSE
79,9/29/2024,Chandigarh,Sports & Fitness,1.202,FALSE
80,11/10/2024,Agra,Furniture,0.901,FALSE
81,2/18/2024,Patna,Home & Kitchen,1.137,FALSE
82,12/20/2023,Lucknow,Industrial Supplies,0.809,FALSE
83,6/16/2025,Gwalior,Pet Supplies,1.046,FALSE
84,1/8/2025,Surat,Footwear,0.981,FALSE
85,8/26/2024,Gurugram,Appliances,1.228,FALSE
86,4/9/2025,Rajkot,Health,0.921,FALSE
87,2/2/2023,Surat,Toys & Baby,1.287,FALSE
88,11/9/2024,Dhanbad,Beauty & Personal Care,0.915,FALSE
89,8/27/2023,Mumbai,Jewellery,1.142,FALSE
90,3/5/2023,Pimpri-Chinchwad,Electronics,1.044,FALSE
91,3/19/2025,Thane,Stationery,0.959,FALSE
92,6/12/2023,Rajkot,Automotive,1.432,FALSE
93,5/14/2023,Amritsar,Beauty & Personal Care,1.039,FALSE
94,7/18/2023,Nagpur,Industrial Supplies,1.102,FALSE
95,7/30/2023,Vadodara,Footwear,1.025,FALSE
96,5/14/2024,Gwalior,Furniture,0.995,FALSE
97,2/6/2024,Dhanbad,Grocery,0.935,FALSE
98,9/27/2025,Kalyan-Dombivli,Stationery,0.936,TRUE
99,9/26/2025,Faridabad,Appliances,0.915,FALSE
100,8/12/2023,Hyderabad,Stationery,0.598,FALSE
101,6/24/2025,Indore,Footwear,0.489,FALSE
102,10/31/2024,Hyderabad,Pet Supplies,0.883,FALSE
103,6/26/2025,Vasai-Virar,Industrial Supplies,1.178,FALSE
104,1/31/2023,Jaipur,Industrial Supplies,1.017,FALSE
105,1/17/2024,Srinagar,Stationery,0.882,FALSE
106,4/22/2025,Vadodara,Office Products,0.961,FALSE
107,9/9/2024,Aligarh,Books,0.794,FALSE
108,1/18/2024,Nagpur,Stationery,5.284,TRUE
109,9/22/2025,Agra,Beauty & Personal Care,1.12,FALSE
110,4/6/2025,Coimbatore,Fashion-Men,1.277,FALSE
111,12/1/2023,Jodhpur,Grocery,1.105,FALSE
112,9/30/2023,Howrah,Toys & Baby,0.455,FALSE
113,6/19/2025,Jaipur,Appliances,1.307,FALSE
114,1/2/2024,Varanasi,Furniture,1.404,FALSE
115,8/2/2023,Gurugram,Jewellery,1.082,FALSE
116,12/25/2023,Jaipur,Books,0.949,FALSE
117,11/21/2023,Nashik,Sports & Fitness,1.029,FALSE
118,12/1/2023,Srinagar,Footwear,1.564,FALSE
119,10/25/2024,Moradabad,Electronics,0.758,FALSE
120,3/24/2024,Chennai,Mobile & Accessories,1.067,FALSE
121,2/17/2025,Pimpri-Chinchwad,Health,0.871,FALSE
122,12/10/2023,Dhanbad,Automotive,1.195,FALSE
123,5/10/2024,Pune,Health,1.074,FALSE
124,6/28/2025,Lucknow,Footwear,0.913,FALSE
125,1/5/2024,Jodhpur,Home & Kitchen,1.069,FALSE
126,5/13/2024,Visakhapatnam,Mobile & Accessories,1.065,FALSE
127,11/18/2023,Vadodara,Beauty & Personal Care,0.887,FALSE
128,7/22/2023,Ranchi,Footwear,0.944,FALSE
129,1/23/2024,Vasai-Virar,Industrial Supplies,1.151,FALSE
130,3/19/2023,Allahabad,Grocery,1.234,FALSE
131,5/17/2023,Gurugram,Fashion-Men,1.015,FALSE
132,6/3/2023,Gwalior,Toys & Baby,0.858,FALSE
133,7/4/2023,Agra,Books,1.354,FALSE
134,11/2/2024,Bhiwandi,Fashion-Women,1.003,FALSE
135,3/18/2024,Kanpur,Jewellery,2.156,TRUE
136,12/31/2023,Mumbai,Home & Kitchen,1.179,FALSE
137,5/4/2024,Dhanbad,Sports & Fitness,1.199,FALSE
138,11/25/2024,Nashik,Pet Supplies,0.702,FALSE
139,8/4/2025,Jaipur,Beauty & Personal Care,0.768,FALSE
140,1/26/2023,Meerut,Jewellery,0.974,FALSE
141,5/25/2024,Gwalior,Books,0.644,FALSE
142,12/25/2023,Vijayawada,Fashion-Women,0.936,FALSE
143,8/24/2023,Visakhapatnam,Toys & Baby,1.586,FALSE
144,8/4/2024,Srinagar,Books,0.545,FALSE
145,4/1/2023,Coimbatore,Footwear,1.359,FALSE
146,9/26/2024,Pimpri-Chinchwad,Footwear,1.032,FALSE
147,6/15/2024,Kanpur,Beauty & Personal Care,1.057,FALSE
148,1/22/2024,Pimpri-Chinchwad,Toys & Baby,1.514,FALSE
149,5/25/2023,Howrah,Fashion-Women,1.209,FALSE
150,9/8/2024,Indore,Automotive,1.139,FALSE
151,9/8/2024,Jaipur,Appliances,1.28,FALSE
152,8/1/2023,Bengaluru,Books,0.706,FALSE
153,12/3/2024,Chandigarh,Sports & Fitness,0.878,FALSE
154,5/22/2025,Mumbai,Toys & Baby,1.22,FALSE
155,11/23/2023,Madurai,Beauty & Personal Care,1.182,FALSE
156,7/10/2024,Pune,Sports & Fitness,1.174,FALSE
157,2/4/2025,Bhubaneswar,Toys & Baby,0.975,FALSE
158,7/8/2025,Mangalore,Industrial Supplies,1.05,FALSE
159,8/16/2025,Kanpur,Automotive,1.416,FALSE
160,6/9/2023,Agra,Stationery,0.999,FALSE
161,4/24/2023,Vasai-Virar,Mobile & Accessories,0.849,FALSE
162,11/8/2023,Meerut,Home & Kitchen,1.031,FALSE
163,1/1/2024,Bengaluru,Toys & Baby,1.493,FALSE
164,5/23/2023,Nashik,Books,0.722,FALSE
165,7/13/2023,Ghaziabad,Appliances,0.856,FALSE
166,5/21/2024,Kalyan-Dombivli,Office Products,0.669,FALSE
167,4/4/2024,Faridabad,Stationery,1.197,FALSE
168,10/20/2024,Srinagar,Footwear,0.947,FALSE
169,5/13/2024,Allahabad,Jewellery,1.262,FALSE
170,10/22/2023,Indore,Toys & Baby,1.238,FALSE
171,4/16/2025,Chennai,Electronics,0.951,FALSE
172,9/26/2023,Hyderabad,Home & Kitchen,0.919,FALSE
173,9/23/2023,Ahmedabad,Furniture,0.828,FALSE
174,1/10/2025,Srinagar,Fashion-Men,1.152,FALSE
175,9/14/2024,Kalyan-Dombivli,Stationery,1.441,FALSE
176,4/20/2023,Rajkot,Automotive,1.346,FALSE
177,7/1/2025,Faridabad,Office Products,1.35,FALSE
178,9/15/2025,Lucknow,Automotive,0.798,FALSE
179,9/23/2023,Ludhiana,Electronics,0.741,FALSE
180,3/24/2025,Ranchi,Grocery,0.848,FALSE
181,8/11/2024,Nagpur,Grocery,1.105,TRUE
182,11/8/2023,Bhopal,Furniture,0.771,FALSE
183,4/29/2025,Bhubaneswar,Automotive,1.241,FALSE
184,9/19/2025,Pune,Toys & Baby,0.969,FALSE
185,9/15/2025,Kolkata,Furniture,1.19,FALSE
186,7/12/2025,Mangalore,Beauty & Personal Care,0.879,FALSE
187,9/26/2024,Bhopal,Sports & Fitness,0.967,FALSE
188,10/22/2024,Nagpur,Electronics,2.128,TRUE
189,1/17/2024,Vijayawada,Fashion-Women,2.968,TRUE
190,12/6/2024,Kalyan-Dombivli,Industrial Supplies,0.878,FALSE
191,4/29/2023,Bhiwandi,Industrial Supplies,1.084,FALSE
192,10/20/2023,Amritsar,Fashion-Men,0.58,FALSE
193,7/16/2024,Madurai,Home & Kitchen,0.983,TRUE
194,3/10/2023,Srinagar,Appliances,2.651,TRUE
195,8/7/2025,Pune,Footwear,0.927,FALSE
196,5/15/2023,Allahabad,Jewellery,0.992,FALSE
197,7/18/2024,Vijayawada,Pet Supplies,1.456,FALSE
198,6/10/2024,Aligarh,Beauty & Personal Care,0.831,FALSE
199,6/29/2024,Kolkata,Office Products,1.102,FALSE
200,10/11/2024,Aligarh,Fashion-Men,0.752,FALSE
201,1/23/2024,Pune,Fashion-Women,0.905,FALSE
202,3/6/2023,Moradabad,Beauty & Personal Care,1.028,FALSE
203,7/11/2025,Madurai,Fashion-Men,0.959,FALSE
204,9/21/2024,Howrah,Automotive,0.672,FALSE
205,6/4/2023,Gurugram,Health,0.941,FALSE
206,12/17/2023,Hyderabad,Footwear,1.198,FALSE
207,5/10/2024,Surat,Mobile & Accessories,1.208,FALSE
208,12/20/2024,Hyderabad,Mobile & Accessories,1.136,FALSE
209,4/7/2024,Nagpur,Jewellery,1.063,FALSE
210,10/10/2024,Howrah,Home & Kitchen,1.074,FALSE
211,1/28/2023,Agra,Electronics,0.943,FALSE
212,7/11/2025,Lucknow,Fashion-Women,1.073,FALSE
213,5/31/2024,Meerut,Furniture,2.727,TRUE
214,7/24/2024,Dhanbad,Jewellery,0.984,FALSE
215,8/22/2025,Meerut,Fashion-Men,0.927,FALSE
216,1/24/2025,Howrah,Fashion-Men,1.096,FALSE
217,3/15/2024,Vasai-Virar,Footwear,0.784,FALSE
218,4/26/2024,Rajkot,Fashion-Men,0.95,FALSE
219,3/11/2025,Ghaziabad,Beauty & Personal Care,1.439,TRUE
220,1/25/2023,Ahmedabad,Fashion-Men,0.623,FALSE
221,3/8/2023,Visakhapatnam,Pet Supplies,0.835,FALSE
222,1/16/2023,Indore,Appliances,0.928,FALSE
223,9/8/2024,Srinagar,Toys & Baby,1.091,FALSE
224,1/16/2023,Meerut,Pet Supplies,1.107,FALSE
225,7/10/2023,Agra,Office Products,0.797,FALSE
226,10/19/2024,Delhi,Grocery,1.174,FALSE
227,5/2/2025,Nagpur,Fashion-Men,3.079,TRUE
228,2/28/2025,Vadodara,Footwear,1.057,FALSE
229,8/31/2023,Ghaziabad,Beauty & Personal Care,0.88,FALSE
230,7/30/2023,Vijayawada,Grocery,0.805,FALSE
231,4/1/2024,Indore,Industrial Supplies,1.04,FALSE
232,3/11/2025,Delhi,Pet Supplies,0.852,FALSE
233,8/4/2024,Bengaluru,Health,1.04,FALSE
234,4/3/2024,Jaipur,Fashion-Men,0.995,FALSE
235,6/3/2024,Ludhiana,Sports & Fitness,0.84,FALSE
236,4/26/2024,Visakhapatnam,Books,1.128,FALSE
237,7/3/2024,Jodhpur,Mobile & Accessories,1.079,FALSE
238,12/8/2024,Agra,Automotive,0.868,FALSE
239,6/24/2024,Bengaluru,Office Products,0.906,FALSE
240,7/18/2025,Patna,Office Products,1.44,FALSE
241,8/12/2024,Jodhpur,Books,0.975,FALSE
242,7/11/2025,Allahabad,Beauty & Personal Care,1.144,FALSE
243,11/10/2023,Pune,Electronics,0.997,FALSE
244,7/26/2025,Vasai-Virar,Fashion-Men,2.681,TRUE
245,7/8/2023,Pune,Toys & Baby,0.955,FALSE
246,6/29/2024,Kolkata,Furniture,0.996,FALSE
247,5/5/2024,Delhi,Beauty & Personal Care,0.792,FALSE
248,3/18/2024,Chandigarh,Fashion-Men,0.845,FALSE
249,10/23/2024,Gwalior,Jewellery,1.333,FALSE
250,1/30/2023,Vijayawada,Pet Supplies,0.885,FALSE
251,6/7/2025,Visakhapatnam,Mobile & Accessories,2.035,TRUE
252,8/7/2023,Srinagar,Pet Supplies,0.928,FALSE
253,4/28/2025,Bengaluru,Automotive,0.969,TRUE
254,9/12/2024,Thane,Industrial Supplies,1.092,FALSE
255,1/20/2024,Mangalore,Fashion-Women,1.272,FALSE
256,6/5/2025,Ranchi,Pet Supplies,0.727,FALSE
257,7/3/2023,Howrah,Footwear,0.92,FALSE
258,12/21/2023,Moradabad,Mobile & Accessories,1.116,FALSE
259,1/16/2023,Dhanbad,Health,0.565,FALSE
260,8/14/2024,Patna,Footwear,1.054,FALSE
261,2/6/2023,Indore,Automotive,0.505,FALSE
262,9/18/2024,Srinagar,Stationery,1.297,FALSE
263,2/27/2023,Raipur,Sports & Fitness,1.457,TRUE
264,4/24/2025,Raipur,Health,0.762,FALSE
265,12/8/2024,Thane,Jewellery,0.762,FALSE
266,3/4/2025,Kolkata,Office Products,0.879,FALSE
267,10/18/2024,Nagpur,Home & Kitchen,0.94,FALSE
268,3/16/2023,Rajkot,Jewellery,1.115,FALSE
269,10/4/2023,Dhanbad,Pet Supplies,0.741,FALSE
270,7/29/2023,Nagpur,Electronics,3.232,TRUE
271,9/22/2023,Vasai-Virar,Appliances,0.878,FALSE
272,4/30/2025,Ghaziabad,Industrial Supplies,0.95,TRUE
273,5/1/2025,Howrah,Beauty & Personal Care,0.842,FALSE
274,5/25/2024,Raipur,Mobile & Accessories,1.252,FALSE
275,6/20/2024,Mangalore,Home & Kitchen,0.894,FALSE
276,7/26/2025,Aligarh,Footwear,1.244,FALSE
277,6/12/2024,Nashik,Appliances,1.025,FALSE
278,5/14/2025,Rajkot,Fashion-Women,0.936,FALSE
279,6/12/2024,Ranchi,Jewellery,0.414,FALSE
280,12/12/2023,Coimbatore,Sports & Fitness,1.275,FALSE
281,11/29/2023,Jodhpur,Automotive,0.922,FALSE
282,9/1/2023,Jodhpur,Automotive,0.785,FALSE
283,10/13/2024,Ghaziabad,Fashion-Men,1.119,FALSE
284,8/10/2025,Pune,Electronics,1.279,FALSE
285,8/6/2025,Dhanbad,Pet Supplies,0.988,FALSE
286,4/7/2023,Gurugram,Health,1.086,FALSE
287,1/20/2023,Bhopal,Furniture,0.756,FALSE
288,3/21/2024,Jaipur,Office Products,1.695,FALSE
289,1/8/2024,Jodhpur,Sports & Fitness,0.835,FALSE
290,4/28/2025,Coimbatore,Jewellery,0.753,FALSE
291,11/26/2024,Howrah,Health,1.206,FALSE
292,11/27/2024,Pune,Beauty & Personal Care,0.561,FALSE
293,2/28/2023,Bengaluru,Electronics,0.835,FALSE
294,5/23/2024,Jaipur,Pet Supplies,1.163,FALSE
295,11/5/2023,Thane,Beauty & Personal Care,0.838,TRUE
296,4/13/2023,Pune,Pet Supplies,0.964,FALSE
297,11/28/2023,Indore,Jewellery,0.907,FALSE
298,9/28/2025,Vijayawada,Footwear,0.961,FALSE
299,6/15/2025,Vasai-Virar,Sports & Fitness,0.605,FALSE
300,11/22/2023,Surat,Beauty & Personal Care,0.851,FALSE
301,7/26/2023,Moradabad,Stationery,0.955,FALSE
302,12/18/2023,Visakhapatnam,Pet Supplies,0.888,FALSE
303,2/20/2025,Jodhpur,Jewellery,1.003,FALSE
304,7/15/2025,Mumbai,Furniture,3.106,TRUE
305,12/27/2024,Pune,Appliances,1.059,FALSE
306,10/11/2024,Vijayawada,Toys & Baby,1.143,FALSE
307,10/14/2023,Ghaziabad,Pet Supplies,0.991,FALSE
308,8/30/2024,Vasai-Virar,Sports & Fitness,0.885,FALSE
309,11/24/2023,Patna,Mobile & Accessories,0.865,FALSE
310,1/5/2024,Varanasi,Home & Kitchen,1.177,FALSE
311,7/21/2025,Thane,Mobile & Accessories,0.965,FALSE
312,11/24/2024,Jabalpur,Automotive,1.322,FALSE
313,7/5/2024,Delhi,Industrial Supplies,1.073,FALSE
314,6/8/2025,Vijayawada,Pet Supplies,1.324,FALSE
315,7/19/2025,Jaipur,Jewellery,0.608,FALSE
316,4/22/2025,Ahmedabad,Footwear,1.26,FALSE
317,10/5/2024,Indore,Sports & Fitness,0.987,FALSE
318,8/14/2023,Agra,Pet Supplies,1.28,FALSE
319,4/26/2024,Agra,Health,1.392,FALSE
320,4/16/2025,Patna,Automotive,4.671,TRUE
321,4/20/2025,Moradabad,Books,0.99,FALSE
322,9/25/2024,Ludhiana,Electronics,1.086,FALSE
323,6/18/2025,Aligarh,Footwear,0.857,FALSE
324,3/29/2025,Bhiwandi,Electronics,0.821,FALSE
325,9/11/2023,Ahmedabad,Footwear,1.094,FALSE
326,7/9/2024,Varanasi,Home & Kitchen,0.938,FALSE
327,7/26/2025,Bhopal,Mobile & Accessories,0.981,FALSE
328,10/21/2024,Visakhapatnam,Toys & Baby,1.318,FALSE
329,2/27/2025,Vijayawada,Fashion-Women,0.665,FALSE
330,5/20/2024,Allahabad,Jewellery,1.13,FALSE
331,7/22/2024,Kalyan-Dombivli,Health,1.122,FALSE
332,6/21/2025,Jaipur,Home & Kitchen,3.732,TRUE
333,3/17/2025,Delhi,Fashion-Women,3.787,TRUE
334,8/6/2024,Kalyan-Dombivli,Grocery,3.756,TRUE
335,6/7/2023,Moradabad,Electronics,0.675,FALSE
336,5/9/2024,Vijayawada,Grocery,0.691,FALSE
337,12/19/2023,Mumbai,Electronics,0.804,FALSE
338,11/21/2023,Nagpur,Automotive,0.981,FALSE
339,6/12/2024,Jaipur,Jewellery,1.026,FALSE
340,11/5/2024,Visakhapatnam,Pet Supplies,1.252,FALSE
341,1/13/2024,Chennai,Home & Kitchen,3.264,TRUE
342,9/27/2025,Ghaziabad,Books,1.183,FALSE
343,12/28/2024,Chandigarh,Office Products,1.135,FALSE
344,6/10/2024,Kalyan-Dombivli,Mobile & Accessories,3.394,TRUE
345,7/13/2025,Hyderabad,Jewellery,0.888,FALSE
346,6/6/2023,Nashik,Automotive,1.283,FALSE
347,3/30/2024,Patna,Sports & Fitness,1.142,FALSE
348,10/10/2024,Delhi,Sports & Fitness,1.006,FALSE
349,3/29/2025,Allahabad,Grocery,1.206,FALSE
350,10/27/2024,Kanpur,Footwear,1.057,FALSE
351,4/27/2023,Dhanbad,Electronics,1.007,TRUE
352,11/12/2023,Jodhpur,Jewellery,1.177,FALSE
353,4/16/2023,Kalyan-Dombivli,Industrial Supplies,0.786,FALSE
354,9/6/2024,Madurai,Stationery,2.477,TRUE
355,1/16/2024,Dhanbad,Fashion-Women,1.021,FALSE
356,6/1/2025,Amritsar,Health,1.249,FALSE
357,11/12/2024,Raipur,Footwear,0.785,FALSE
358,7/19/2023,Delhi,Furniture,0.967,FALSE
359,5/1/2023,Varanasi,Fashion-Men,0.811,FALSE
360,3/7/2024,Kanpur,Health,0.872,FALSE
361,3/21/2024,Vasai-Virar,Mobile & Accessories,1.039,FALSE
362,5/7/2023,Coimbatore,Grocery,1.189,FALSE
363,3/17/2023,Srinagar,Automotive,0.963,FALSE
364,10/11/2024,Visakhapatnam,Home & Kitchen,1.096,TRUE
365,3/3/2025,Gwalior,Jewellery,0.822,FALSE
366,8/22/2024,Jodhpur,Stationery,1.383,FALSE
367,5/31/2024,Allahabad,Electronics,0.879,FALSE
368,3/17/2023,Chennai,Electronics,1.127,FALSE
369,1/7/2025,Pimpri-Chinchwad,Fashion-Men,0.894,FALSE
370,12/21/2023,Kolkata,Office Products,1.003,FALSE
371,4/19/2024,Chandigarh,Health,1.029,FALSE
372,4/13/2024,Lucknow,Footwear,0.749,FALSE
373,11/3/2023,Surat,Sports & Fitness,0.714,FALSE
374,2/26/2025,Moradabad,Pet Supplies,3.191,TRUE
375,6/9/2025,Chandigarh,Industrial Supplies,0.585,FALSE
376,9/10/2023,Pimpri-Chinchwad,Home & Kitchen,0.858,FALSE
377,1/25/2023,Mumbai,Toys & Baby,1.118,FALSE
378,2/20/2025,Kalyan-Dombivli,Electronics,1.064,FALSE
379,1/14/2025,Aligarh,Jewellery,1.112,FALSE
380,10/9/2023,Jodhpur,Industrial Supplies,0.812,FALSE
381,9/30/2024,Meerut,Toys & Baby,1.396,FALSE
382,3/11/2023,Moradabad,Office Products,1.11,TRUE
383,5/9/2025,Gurugram,Health,0.889,FALSE
384,2/10/2023,Agra,Home & Kitchen,1.281,FALSE
385,3/1/2024,Patna,Fashion-Women,1.423,FALSE
386,5/6/2024,Moradabad,Home & Kitchen,1.071,FALSE
387,12/12/2024,Chandigarh,Electronics,0.782,FALSE
388,12/20/2024,Pune,Stationery,1.066,TRUE
389,2/13/2023,Varanasi,Industrial Supplies,3.491,TRUE
390,2/2/2024,Faridabad,Automotive,1.172,FALSE
391,7/23/2025,Bengaluru,Fashion-Men,0.629,FALSE
392,3/26/2024,Ghaziabad,Grocery,3.056,TRUE
393,11/14/2023,Meerut,Books,0.95,FALSE
394,6/10/2024,Mumbai,Appliances,1.211,FALSE
395,9/24/2025,Faridabad,Health,0.836,FALSE
396,4/11/2024,Ludhiana,Appliances,1.817,TRUE
397,3/30/2024,Agra,Home & Kitchen,0.783,FALSE
398,9/23/2023,Pune,Health,0.921,FALSE
399,2/18/2024,Visakhapatnam,Beauty & Personal Care,0.913,FALSE
400,10/2/2023,Ahmedabad,Fashion-Women,0.897,FALSE
401,5/27/2023,Agra,Books,1.021,FALSE
402,3/8/2023,Ludhiana,Home & Kitchen,1.097,FALSE
403,10/15/2023,Bhopal,Jewellery,1.019,FALSE
404,6/14/2023,Mangalore,Automotive,0.967,FALSE
405,5/27/2024,Bengaluru,Beauty & Personal Care,4.434,TRUE
406,4/16/2023,Vadodara,Toys & Baby,1.339,FALSE
407,11/12/2024,Kolkata,Industrial Supplies,0.641,FALSE
408,2/23/2023,Bhiwandi,Pet Supplies,1.093,FALSE
409,9/16/2024,Bhopal,Health,1.036,FALSE
410,1/9/2023,Coimbatore,Fashion-Women,2.12,TRUE
411,2/10/2024,Rajkot,Stationery,1.356,FALSE
412,3/5/2025,Ghaziabad,Automotive,3.034,TRUE
413,8/24/2024,Amritsar,Home & Kitchen,0.705,FALSE
414,4/6/2023,Rajkot,Beauty & Personal Care,0.913,FALSE
415,4/2/2024,Madurai,Mobile & Accessories,1.047,FALSE
416,12/8/2024,Bhubaneswar,Fashion-Men,1.111,TRUE
417,5/9/2025,Surat,Health,0.964,FALSE
418,2/23/2024,Gurugram,Beauty & Personal Care,0.706,TRUE
419,6/18/2023,Chennai,Furniture,0.625,FALSE
420,12/2/2023,Visakhapatnam,Health,1.298,FALSE
421,8/13/2024,Pimpri-Chinchwad,Automotive,3.145,TRUE
422,1/2/2023,Aligarh,Books,1.04,FALSE
423,8/24/2023,Indore,Pet Supplies,0.898,FALSE
424,5/3/2024,Nashik,Jewellery,0.771,FALSE
425,6/12/2024,Varanasi,Sports & Fitness,0.486,FALSE
426,9/23/2024,Meerut,Footwear,0.964,FALSE
427,4/12/2025,Meerut,Footwear,0.901,FALSE
428,9/5/2025,Faridabad,Toys & Baby,0.625,FALSE
429,10/27/2023,Kolkata,Electronics,1.1,FALSE
430,10/10/2024,Raipur,Home & Kitchen,0.84,FALSE
431,12/1/2023,Agra,Grocery,0.817,FALSE
432,11/21/2023,Amritsar,Footwear,1.151,FALSE
433,1/18/2025,Patna,Appliances,2.426,TRUE
434,3/17/2023,Amritsar,Books,1.255,FALSE
435,2/1/2025,Lucknow,Electronics,0.527,FALSE
436,7/28/2023,Gurugram,Health,1.162,TRUE
437,4/29/2023,Gurugram,Appliances,0.615,FALSE
438,3/16/2025,Ludhiana,Automotive,1.261,FALSE
439,5/24/2023,Patna,Furniture,1.048,FALSE
440,5/6/2025,Moradabad,Industrial Supplies,1.096,TRUE
441,10/10/2023,Mumbai,Furniture,0.937,FALSE
442,8/16/2025,Kalyan-Dombivli,Jewellery,1.097,FALSE
443,3/27/2023,Nashik,Sports & Fitness,1.56,FALSE
444,1/31/2024,Moradabad,Beauty & Personal Care,0.515,FALSE
445,7/24/2024,Coimbatore,Furniture,0.941,FALSE
446,12/9/2023,Chennai,Health,3.879,TRUE
447,10/22/2023,Faridabad,Fashion-Women,0.99,FALSE
448,10/2/2023,Mangalore,Grocery,1.186,FALSE
449,5/6/2024,Aligarh,Electronics,1.278,FALSE
450,1/28/2024,Bhopal,Industrial Supplies,0.975,FALSE
451,9/15/2024,Aligarh,Health,1.127,TRUE
